Contingency,Converged,FromBus#,ToBus#,CKT,Pij(MW),Qij(MVAr),Sij(MVA),Pji(MW),Qji(MVAr),Sji(MVA),RateA,Ploss(MW),Qloss(MVAr),Loading_%,Violation,Current(A),Tcond(degC),lat_mid,lon_mid,bearing_deg,length_km,weather_site_id,weather_site_distance_km,weather_site_elevation_m,air_temperature,ghi,surface_pressure,surface_pressure_pa,wind_direction,wind_speed,wind_conductor_angle_deg,Tcond_realweather(degC),Ampacity_at_75C(A),Loading_realweather_%
LT_101-102_A1,True,107.0,203.0,B1,117.556419,-4.884716,117.657867,-111.300681,28.794834,114.965143,175.0,6.255738,23.910118,67.23,False,510.8837869906859,20.553598403930664,35.0258321095,-113.838621218,341.18656177700467,77.23111035384919,273483,67.12170109617558,151.0,10.100000381469727,43.0,991.0,99100.0,71.0,1.2000000476837158,89.81343822299533,20.267728598639223,1340.5309799813035,38.11055429676166
LT_101-102_A1,True,108.0,109.0,1,29.006252,-7.630797,29.993195,-28.588656,9.228509,30.041249,175.0,0.417596,1.597712,17.14,False,132.35756821860207,8.868951797485352,34.18982353435,-114.034962272,220.15903880363092,78.21129921512714,280694,14.468759995973627,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,30.84096119636908,13.080659487550292,1125.1468742172656,11.76358138226884
LT_101-102_A1,True,108.0,110.0,2,33.701752,-26.672077,42.979153,-32.867544,29.863734,44.408536,175.0,0.834208,3.191657,24.56,False,189.6635611903045,9.770689010620115,34.1860019329,-114.0273040675,218.96149073017423,77.97500234740549,280694,15.230903469254052,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,32.03850926982577,14.048188023032708,1130.850761954863,16.771758712214123
LT_101-102_A1,True,109.0,111.0,14,-25.958199,-8.045793,27.176512,25.9747,8.736826,27.404692,400.0,0.016501,0.691033,6.79,False,120.17296157997106,8.718175888061523,33.91241117325,-114.304699342,159.67425780531744,1.9031858797390406,273502,18.441799885429408,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,79.32574219468256,12.161027528019986,1111.4303798546346,10.81245966982553
LT_101-102_A1,True,109.0,112.0,15,-40.42907,-8.237312,41.259701,40.467105,9.830121,41.643941,400.0,0.038035,1.592808,10.31,False,182.44800742178,9.639368057250977,33.9156511436,-114.31084169450001,203.947168667828,1.1643839227143522,273502,17.80785802409589,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,35.05283133217199,13.621598818246639,1038.1181103063589,17.574879545058494
LT_101-102_A1,True,110.0,111.0,16,-43.035286,29.882935,52.392994,43.092679,-27.479464,51.108708,400.0,0.057394,2.40347,13.1,False,224.11798673411343,10.466203689575195,33.9085895718,-114.2970411375,218.83185834528146,1.199999298332487,273502,19.225322946508676,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,20.16814165471854,15.332292941924607,972.5705458947739,23.043879714445065
LT_101-102_A1,True,110.0,112.0,17,-57.995617,29.914867,65.256348,58.084652,-26.186335,63.714606,400.0,0.089035,3.728532,16.31,False,279.14269101286123,11.811513900756836,33.91182954215,-114.30318349000001,263.52385649728956,1.8981503306103409,273502,18.59008452775047,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,155.47614350271044,17.06763420612515,994.5498949120797,28.067238500642347
LT_101-102_A1,True,111.0,113.0,18,-44.97855,9.784278,46.030445,45.125425,-8.61272,45.939992,500.0,0.146875,1.171558,9.21,False,121.10951344838806,8.728876113891602,34.1293332045,-114.287887337,2.7798809616962217,50.08528154115857,277498,4.623035951639475,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,56.22011903830378,12.512125971505156,1119.8532480993504,10.814766457474574
LT_101-102_A1,True,111.0,114.0,19,-24.088816,8.958424,25.700668,24.129905,-8.614286,25.621441,500.0,0.041089,0.344137,5.14,False,67.62036293106783,8.233747482299805,33.84073608285,-114.56051449450001,253.6860893720658,49.96150226236739,271871,2.0077707949584878,269.0,10.199999809265137,55.0,994.0,99400.0,59.0,0.699999988079071,165.3139106279342,11.568029976979233,993.5335673437644,6.806047138583599
LT_101-102_A1,True,112.0,113.0,20,-19.86871,7.909052,21.385012,19.904891,-7.620447,21.313749,500.0,0.036182,0.288605,4.28,False,56.21445795161704,8.164682388305664,34.132573174849995,-114.29402968950001,4.126021058856338,49.43428786192113,277498,4.172118022807155,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,54.87397894114366,11.881868936197861,1117.8071584882323,5.0289942701426025
LT_101-102_A1,True,112.0,123.0,21,-78.683029,8.447225,79.13517,79.538843,-1.549648,79.553938,500.0,0.855814,6.897577,15.83,False,208.02142577516753,10.126714706420898,34.14643314265,-114.691095425,307.21393123188295,87.0443510046333,269416,1.9810322366643094,324.0,8.899999618530273,53.0,976.0,97600.0,346.0,1.2999999523162842,38.78606876811705,11.369917110536335,1267.499283488054,16.411956084322952
LT_101-102_A1,True,113.0,123.0,22,-76.439491,3.931186,76.54052,77.169561,1.826093,77.191163,500.0,0.730069,5.757279,15.31,False,202.24572002706608,10.011930465698242,34.3681403032,-114.6717226875,272.6456124243665,72.95310639099516,270224,1.0590202066430323,388.0,8.899999618530273,43.0,971.0,97100.0,71.0,1.2000000476837158,158.3543875756335,11.685382275220036,1149.3614206940665,17.596355366176784
LT_101-102_A1,True,113.0,215.0,B2,17.650913,-22.232107,28.386992,-17.59105,22.679768,28.702211,500.0,0.059863,0.447661,5.68,False,75.00795182006294,8.285303115844727,34.7514356122,-114.425215633,342.78515118710203,92.50852375989442,273483,7.038480495579008,151.0,10.100000381469727,43.0,991.0,99100.0,71.0,1.2000000476837158,88.21484881289797,10.738314627586078,1336.7947023136414,5.611030002605773
LT_101-102_A1,True,114.0,116.0,23,-110.786758,-0.856124,110.790062,111.467601,8.866548,111.819684,500.0,0.680843,8.010425,22.16,False,292.8338197149087,12.190885543823242,33.71905866655,-115.07048464,254.58110202453383,48.11325865555416,262163,1.5254500733407452,387.0,9.100000381469727,50.0,990.0,99000.0,7.0,2.0,112.41889797546617,12.138543505625421,1487.8570198426282,19.681583365173218
LT_101-102_A1,True,115.0,116.0,24,11.654238,27.440325,29.812626,-11.632986,-27.260212,29.638582,500.0,0.021252,0.180113,5.96,False,77.82175415064702,8.306703567504883,33.5836074796,-115.325283222,2.6007230139453554,17.236067799848346,256615,1.991195585655014,994.0,4.800000190734863,47.0,910.0,91000.0,14.0,1.600000023841858,11.399276986054645,5.84339847483534,1151.5740507594417,6.757859305645609
LT_101-102_A1,True,115.0,121.0,1,-75.077347,2.47367,75.11808,75.44645,0.531848,75.448325,500.0,0.369103,3.005517,15.02,False,196.08540200479607,9.892282485961914,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,9.899999618530273,41.0,989.0,98900.0,14.0,1.399999976158142,101.85498536438422,11.679152491535206,1369.8872302838884,14.31398130225364
LT_101-102_A1,True,115.0,121.0,2,-75.077347,2.47367,75.11808,75.44645,0.531848,75.448325,500.0,0.369103,3.005517,15.02,False,196.08540200479607,9.892282485961914,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,9.899999618530273,41.0,989.0,98900.0,14.0,1.399999976158142,101.85498536438422,11.679152491535206,1369.8872302838884,14.31398130225364
LT_101-102_A1,True,115.0,124.0,26,73.740059,3.429864,73.819778,-73.32304,-0.341079,73.323833,500.0,0.417019,3.088785,14.76,False,192.69636344585487,9.827108383178713,33.524574389449995,-114.9929983545,86.0634407392426,62.52120431249092,263770,1.2987773397332119,181.0,9.0,49.0,991.0,99100.0,7.0,2.0999999046325684,100.9365592607574,10.461294174194336,1525.7012215159837,12.630019608582725
LT_101-102_A1,True,116.0,117.0,27,-101.06958,-2.712594,101.105972,101.404705,5.608508,101.559685,500.0,0.335125,2.895914,20.22,False,265.4054745341988,11.448678970336914,33.6181318947,-115.48093336950001,252.22842579087137,31.107139968025567,253477,1.9140400448987045,626.0,7.900000095367432,42.0,957.0,95700.0,14.0,1.399999976158142,121.77157420912863,11.031256388384463,1350.8931590506336,19.646666559531447
LT_101-102_A1,True,116.0,119.0,28,33.405262,15.873406,36.984818,-33.357896,-15.511331,36.787914,500.0,0.047366,0.362076,7.4,False,97.08598787667042,8.472070693969727,33.76505507735,-115.3450942825,349.13986505303745,23.556813083232125,256610,0.7090697519730219,173.0,9.800000190734863,33.0,999.0,99900.0,347.0,1.5,177.86013494696255,11.012710379591226,1029.0886267547437,9.434171688675006
LT_101-102_A1,True,117.0,118.0,29,-71.501457,16.438829,73.366844,71.619322,-15.616189,73.302065,500.0,0.117865,0.82264,14.67,False,191.86384377985377,9.81154441833496,33.55988168545,-115.720382362,257.0094374622221,15.136559396239369,248877,2.067412682375808,673.0,6.400000095367432,43.0,926.0,92600.0,14.0,1.399999976158142,116.99056253777792,8.260843753086192,1362.3515489784188,14.083284444732783
LT_101-102_A1,True,117.0,122.0,30,-29.903273,-17.013826,34.404594,30.0463,18.083391,35.06835,500.0,0.143027,1.069564,6.88,False,89.9724901418043,8.406896591186523,33.19704830715,-115.9825780325,217.2849118719248,105.44450604735857,244330,1.4502294277503673,-1.0,12.800000190734863,41.0,1020.0,102000.0,269.0,1.100000023841858,51.715088128075195,13.60214633877149,1237.1064220601147,7.27281732092021
LT_101-102_A1,True,118.0,121.0,1,-8.305682,-18.502665,20.281345,8.316268,18.594137,20.369149,500.0,0.010585,0.091472,4.06,False,53.09592711567596,8.14814567565918,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,13.0,33.0,1018.0,101800.0,14.0,1.2000000476837158,108.33515425774806,13.444356918334961,1291.0435236495446,4.112636494669324
LT_101-102_A1,True,118.0,121.0,2,-8.305682,-18.502665,20.281345,8.316268,18.594137,20.369149,500.0,0.010585,0.091472,4.06,False,53.09592711567596,8.14814567565918,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,13.0,33.0,1018.0,101800.0,14.0,1.2000000476837158,108.33515425774806,13.444356918334961,1291.0435236495446,4.112636494669324
LT_101-102_A1,True,119.0,120.0,1,-23.746029,1.713334,23.80776,23.778854,-1.451499,23.823114,500.0,0.032826,0.261835,4.76,False,62.84826376619394,8.203592300415039,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,8.800000190734863,40.0,982.0,98200.0,346.0,1.600000023841858,152.78735324237329,9.422451209529754,1269.380798796245,4.951096142764489
LT_101-102_A1,True,119.0,120.0,2,-23.746029,1.713334,23.80776,23.778854,-1.451499,23.823114,500.0,0.032826,0.261835,4.76,False,62.84826376619394,8.203592300415039,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,8.800000190734863,40.0,982.0,98200.0,346.0,1.600000023841858,152.78735324237329,9.422451209529754,1269.380798796245,4.951096142764489
LT_101-102_A1,True,120.0,123.0,1,-52.36668,3.119899,52.459538,52.458746,-2.446723,52.515774,500.0,0.092066,0.673176,10.49,False,138.62732704166424,8.951635360717773,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,7.699999809265137,46.0,961.0,96100.0,2.0,1.5,132.71784935041342,8.907599259373455,1349.789656048974,10.27029110946413
LT_101-102_A1,True,120.0,123.0,2,-52.36668,3.119899,52.459538,52.458746,-2.446723,52.515774,500.0,0.092066,0.673176,10.49,False,138.62732704166424,8.951635360717773,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,7.699999809265137,46.0,961.0,96100.0,2.0,1.5,132.71784935041342,8.907599259373455,1349.789656048974,10.27029110946413
LT_101-102_A1,True,121.0,122.0,34,-28.043016,-15.117201,31.858131,28.126352,15.745001,32.233472,500.0,0.083335,0.6278,6.37,False,83.00689170688942,8.347558975219727,33.172992768149996,-116.197562667,196.75137436176485,82.21478769358605,240603,1.5911941943704755,192.0,12.100000381469727,39.0,1005.0,100500.0,269.0,1.0,72.24862563823515,12.831004904528527,1246.662522252028,6.658328956335511
LT_101-102_A1,True,121.0,325.0,1,260.517578,-6.408199,260.596375,-251.741974,77.136638,263.294668,500.0,8.775604,70.728439,52.12,False,678.988201750848,29.812211990356445,33.88950639194999,-116.599877614,309.8193181099749,126.63031816801767,233264,1.7623985492877712,289.0,13.399999618530273,32.0,998.0,99800.0,218.0,0.6000000238418579,88.18068189002508,36.474330176362855,1139.6834608650836,59.576911051728175
LT_101-102_A1,True,123.0,217.0,B3,70.457771,-48.601749,85.594559,-69.716473,54.071293,88.227498,500.0,0.741298,5.469543,17.12,False,226.06130843586723,10.509004592895508,34.73487458595,-114.99497599799999,9.71178695733397,79.62675421689616,263740,1.4324488671760864,638.0,6.800000190734863,45.0,945.0,94500.0,2.0,1.399999976158142,172.28821304266603,10.784155461047703,1079.2713780737913,20.945733670740513
LT_101-102_A1,True,201.0,202.0,B1,3.548229,-28.659191,28.878006,-3.5459,28.67003,28.888475,175.0,0.002329,0.010839,16.5,False,126.34190564044712,8.792104721069336,36.2728130805,-113.73374720749999,330.06786134221716,4.4011989362247,264540,155.6214060520281,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,3.9321386577828434,8.024541950978346,1000.451025176622,12.62849479494935
LT_101-102_A1,True,201.0,203.0,B2,-33.895584,16.358234,37.636452,34.80274,-12.888246,37.112499,175.0,0.907156,3.469989,21.51,False,164.66029777905084,9.33781623840332,35.80503293055,-113.848714785,192.97069564697503,102.80891251473568,269393,112.52290251671089,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,161.02930435302497,10.159173390002252,1154.3678821911674,14.264109416012193
LT_101-102_A1,True,201.0,205.0,B3,23.103313,-9.913774,25.140524,-22.955992,10.481305,25.235596,175.0,0.147322,0.56753,14.37,False,109.9903404327638,8.603391647338867,36.1674465537,-113.852268562,230.19480725713623,30.595990672773983,264540,139.93990431001146,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,103.80519274286377,7.002027225847087,1311.4431355508952,8.38696985413404
LT_101-102_A1,True,202.0,204.0,B4,10.809584,9.217079,14.205689,-10.725732,-8.895321,13.93442,175.0,0.083852,0.321758,8.12,False,62.0849730751439,8.198728561401367,36.24012743795,-113.98393331349999,255.58339309310898,44.09339369915581,260525,137.5558724758757,1528.0,1.7999999523162842,35.0,849.0,84900.0,334.0,1.0,78.41660690689102,2.4026431561674144,1303.6106948412735,4.76253940849291
LT_101-102_A1,True,202.0,206.0,B5,19.535233,-11.834855,22.840515,-19.278185,12.819028,23.151153,175.0,0.257048,0.984173,13.05,False,99.82287791865782,8.498334884643555,36.0386798677,-113.8181726305,193.11788205041233,57.370194606690454,264540,132.24501532331928,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,140.88211794958767,7.019704914452632,1236.9316652391358,8.070201509422843
LT_101-102_A1,True,203.0,209.0,B6,49.588326,-14.722172,51.7276,-48.659356,18.277774,51.978938,175.0,0.928969,3.555602,29.56,False,230.72664211566243,10.612115859985352,35.5797547942,-114.0633830655,342.5346845645803,52.55291889027809,269393,81.32743088984492,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,11.465315435419711,11.99457339626315,1092.3827721729087,21.121409820178094
LT_101-102_A1,True,203.0,224.0,B7,-61.631233,-10.319671,62.489235,61.720004,14.037133,63.296129,400.0,0.088771,3.717462,15.62,False,278.72801676332415,11.800813674926758,35.355419888750006,-113.968093071,80.9533122476027,1.4399883635815744,270208,72.2396121632983,185.0,9.800000190734863,38.0,992.0,99200.0,69.0,1.2999999523162842,168.0466877523973,14.953674884518477,1090.5666856593286,25.558090158861983
LT_101-102_A1,True,204.0,209.0,B8,-25.674395,4.565872,26.077227,25.886377,-3.751739,26.156836,175.0,0.211982,0.814133,14.9,False,116.142112665008,8.671483993530273,35.9976998197,-114.18635032750001,171.49301131316565,43.3047846821941,264540,106.2828182492113,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,162.50698868683435,7.468159962235404,1113.552249743203,10.42987544516134
LT_101-102_A1,True,205.0,210.0,B9,-11.968455,-15.264574,19.397194,12.054437,15.592586,19.708836,175.0,0.085982,0.328012,11.08,False,84.61485325625173,8.361177444458008,35.93352645830001,-114.072961317,206.60422896348982,36.22324095579948,264540,107.77888525794216,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,127.39577103651018,6.831763172435785,1277.4135057269666,6.623920357574272
LT_101-102_A1,True,206.0,210.0,10,-47.619347,-115.573708,124.999535,47.95899,117.049247,126.493442,175.0,0.339643,1.47554,71.43,False,540.8131312324933,22.030229568481445,35.7876102904,-114.02661411900002,270.1901520712983,24.58276518571172,265345,100.34878020381882,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,83.80984792870169,17.70066145958299,1372.693477478342,39.397953010308974
LT_101-102_A1,True,207.0,208.0,11,-7.050681,18.400633,19.705212,7.124614,-18.119588,19.469967,175.0,0.073933,0.281045,11.26,False,86.77963575232599,8.379659652709961,35.9931404214,-113.2002752525,238.0869400541825,24.9097490232365,269393,168.936732686421,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,115.91305994581751,8.834990881714475,1336.7849086168276,6.491667821274026
LT_101-102_A1,True,208.0,209.0,1,-51.334225,13.228864,53.011368,52.732293,-7.879893,53.317796,175.0,1.398068,5.348971,30.29,False,236.20398927211676,10.736627578735352,35.869460766900005,-113.7342668105,259.4509328750614,76.42303064956775,269393,124.63888746734791,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,94.54906712493857,10.603951068744209,1367.672096829773,17.270513145631266
LT_101-102_A1,True,208.0,210.0,2,-39.904194,-10.813481,41.343395,40.718914,13.930578,43.035926,175.0,0.81472,3.117097,23.62,False,184.2147297359481,9.671468734741213,35.86081880785,-113.740291285,258.21609606641846,77.87575473426104,269393,123.57789086146938,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,95.78390393358154,9.794677159497951,1365.245665546744,13.49315616850357
LT_101-102_A1,True,209.0,211.0,14,-51.718555,-7.756534,52.296967,51.780353,10.344434,52.803525,400.0,0.061798,2.5879,13.07,False,232.55788166107612,10.65394401550293,35.803296077,-114.15919206150001,255.04753795152322,1.5606506659808639,264540,92.36331760486274,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,78.95246204847678,8.767004872411235,1315.1741967599366,17.682667606618633
LT_101-102_A1,True,209.0,212.0,15,-64.322128,-7.351302,64.740845,64.416834,11.317288,65.403436,400.0,0.094706,3.965986,16.19,False,287.8942056075273,12.051782608032228,35.7982763547,-114.1484987875,164.51081322878485,1.5763836313303292,264540,92.71146744646519,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,169.48918677121515,12.285795309578134,1058.0782607534306,27.209159878450308
LT_101-102_A1,True,210.0,211.0,16,-91.807106,35.183342,98.317909,92.010504,-26.665651,95.796606,400.0,0.203398,8.517691,24.58,False,421.9085140682097,16.62369728088379,35.79465411795,-114.165216536,344.5036493141338,1.5763988480578353,264540,91.3311064017178,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,169.49635068586622,18.530671410652758,1058.018037182181,39.87725154401701
LT_101-102_A1,True,210.0,212.0,17,-104.84449,36.067482,110.874847,105.103161,-25.235135,108.090177,400.0,0.25867,10.832347,27.72,False,475.79370250144456,18.92035484313965,35.78963439565,-114.154523262,75.03993290589335,1.560647321312595,264540,91.68344274909107,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,78.96006709410665,15.937633613618345,1315.1850146832476,36.176940672946756
LT_101-102_A1,True,211.0,213.0,18,-102.05722,11.029736,102.651505,102.765809,-5.377626,102.906415,500.0,0.708588,5.65211,20.53,False,271.25938013102837,11.601400375366213,35.9737901158,-114.3952240275,313.214519946109,56.101241393014526,260525,90.78880369689668,1528.0,1.7999999523162842,35.0,849.0,84900.0,334.0,1.0,20.78548005389098,7.003182555244621,1131.235527039358,23.979036517794114
LT_101-102_A1,True,211.0,214.0,19,-41.733639,5.291481,42.067757,41.834887,-4.443486,42.070207,500.0,0.101248,0.847994,8.41,False,111.16518639763468,8.616037368774414,35.68454797925,-114.33006002350001,228.5567635847391,39.217093492331436,264540,72.32209336765068,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,105.44323641526091,7.015983295798833,1309.3734475971585,8.4899527023123
LT_101-102_A1,True,212.0,213.0,20,-80.221001,8.215944,80.640625,80.659183,-4.72075,80.797211,500.0,0.438182,3.495194,16.13,False,212.9793860314589,10.228853225708008,35.968770393499994,-114.3845307535,312.728141959339,58.27352990394753,260525,91.10269265356733,1528.0,1.7999999523162842,35.0,849.0,84900.0,334.0,1.0,21.271858040661016,5.216556120575206,1134.4964675085935,18.773032101119842
LT_101-102_A1,True,212.0,223.0,21,-89.298996,5.701905,89.48085,90.387566,3.071603,90.439741,500.0,1.08857,8.773508,17.9,False,236.32724194006516,10.739545822143556,35.80789751575,-114.84130532949999,272.07825544446206,125.42411855974576,257353,50.9569086479279,899.0,5.800000190734863,27.0,898.0,89800.0,334.0,0.8999999761581421,61.92174455553794,8.856878468986906,1239.2595409196622,19.07003610919834
LT_101-102_A1,True,213.0,223.0,22,-55.586784,-0.863661,55.593498,55.969931,3.885133,56.104612,500.0,0.383147,3.021472,11.12,False,146.89666377799966,9.067392349243164,35.985222525750004,-115.07967101,246.747631827701,89.64501743467814,253425,49.52932837718548,1082.0,7.199999809265137,21.0,905.0,90500.0,82.0,0.699999988079071,15.252368172298986,9.228859521552295,1007.0910517813055,14.586234632725041
LT_101-102_A1,True,214.0,216.0,23,-137.262253,-6.836864,137.432404,138.31051,19.170082,139.632694,500.0,1.048257,12.333218,27.49,False,363.8173040467295,14.438905715942385,35.4145503497,-114.6116655375,212.44947011073543,40.306364052426176,265345,34.124564386584666,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,141.55052988926457,12.569039149146192,1278.7406538164457,28.45121901465353
LT_101-102_A1,True,215.0,216.0,24,35.636147,-11.570543,37.467487,-35.606464,11.822106,37.517762,500.0,0.029683,0.251563,7.49,False,97.95291774631676,8.480825424194336,35.205040229,-114.65326848149999,311.7614206360051,18.865123622721175,266961,16.946118844596615,770.0,5.599999904632568,42.0,923.0,92300.0,354.0,1.2999999523162842,42.238579363994916,6.497350216262021,1295.684090564996,7.559938295113542
LT_101-102_A1,True,215.0,221.0,1,-85.680832,-32.288994,91.563004,86.208019,36.581747,93.648527,500.0,0.527187,4.292753,18.31,False,239.3772339046297,10.810556411743164,35.23245624485,-114.8868583705,288.44475129996886,59.50731844131268,265345,2.742624339204692,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,65.55524870003114,8.9527328470449,1346.9152934976514,17.77225598820087
