Contingency,Converged,Bus#,Name,Type,Area,Zone,Volt(kV),Volt(pu),Angle(deg),Angle(rad),VoltMin,VoltMax,Violation
LT_101-103_A2,True,107.0,ALDER       ,2.0,1.0,12.0,132.96527099609375,0.9635164737701416,-7.99899435043335,-0.1396087408065796,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,108.0,ALGER       ,1.0,1.0,12.0,131.1774444580078,0.9505612254142761,-10.9313383102417,-0.19078777730464935,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,109.0,ALI         ,1.0,1.0,13.0,130.33555603027344,0.9444605112075806,-10.991466522216797,-0.19183722138404846,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,110.0,ALLEN       ,1.0,1.0,13.0,135.0421600341797,0.9785663485527039,-11.20233154296875,-0.19551749527454376,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,111.0,ANNA        ,1.0,1.0,13.0,217.98605346679688,0.9477654695510864,-7.646427631378174,-0.133455291390419,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,112.0,ARCHER      ,1.0,1.0,13.0,218.59474182128906,0.9504119157791138,-6.1199493408203125,-0.1068132296204567,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,113.0,ARNE        ,3.0,1.0,14.0,218.5,0.949999988079071,1.4672310995357354e-21,2.5608004283006296e-23,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,114.0,ARNOLD      ,2.0,1.0,16.0,217.34014892578125,0.9449571371078491,-10.732528686523438,-0.18731789290905,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,115.0,ARTHUR      ,2.0,1.0,16.0,221.17630004882812,0.9616360664367676,-12.956758499145508,-0.22613802552223206,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,116.0,ASSER       ,2.0,1.0,16.0,219.94105529785156,0.9562654495239258,-11.803364753723145,-0.20600751042366028,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,117.0,ASTON       ,1.0,1.0,17.0,220.76210021972656,0.9598352313041687,-12.313252449035645,-0.2149067223072052,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,118.0,ASTOR       ,2.0,1.0,17.0,220.42379760742188,0.9583643078804016,-12.515332221984863,-0.218433678150177,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,119.0,ATTAR       ,1.0,1.0,15.0,218.5166778564453,0.9500725269317627,-10.43420696258545,-0.1821112036705017,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,120.0,ATTILA      ,1.0,1.0,15.0,218.29176330566406,0.9490946531295776,-8.220077514648438,-0.14346736669540405,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,121.0,ATTLEE      ,2.0,1.0,17.0,221.58763122558594,0.9634245038032532,-12.920758247375488,-0.22550968825817108,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,122.0,AUBREY      ,2.0,1.0,17.0,222.9294891357422,0.9692586660385132,-12.739977836608887,-0.2223544865846634,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,123.0,AUSTEN      ,2.0,1.0,15.0,218.60459899902344,0.9504547715187073,-6.601603984832764,-0.11521968245506287,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,124.0,AVERY       ,1.0,1.0,16.0,218.59124755859375,0.950396716594696,-13.772021293640137,-0.24036702513694763,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,201.0,BACH        ,2.0,2.0,21.0,131.96511840820312,0.9562689661979675,-32.317657470703125,-0.5640493631362915,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,202.0,BACON       ,2.0,2.0,22.0,132.103759765625,0.9572736024856567,-32.45988845825195,-0.5665317177772522,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,203.0,BAFFIN      ,1.0,2.0,21.0,128.54335021972656,0.9314735531806946,-23.49054718017578,-0.4099872410297394,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,204.0,BAILEY      ,1.0,2.0,21.0,129.28614807128906,0.9368561506271362,-32.74114990234375,-0.5714406371116638,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,205.0,BAIN        ,1.0,2.0,21.0,132.3162841796875,0.9588136076927185,-33.69928741455078,-0.5881633162498474,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,206.0,BAJER       ,1.0,2.0,22.0,133.43295288085938,0.966905415058136,-35.0559196472168,-0.6118410229682922,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,207.0,BAKER       ,2.0,2.0,22.0,131.09999084472656,0.949999988079071,-38.438106536865234,-0.6708712577819824,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,208.0,BALCH       ,1.0,2.0,22.0,129.35597229003906,0.9373621344566345,-37.49988555908203,-0.6544962525367737,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,209.0,BALZAC      ,1.0,2.0,23.0,129.23294067382812,0.9364705681800842,-30.586156845092773,-0.5338289737701416,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,210.0,BANKS       ,1.0,2.0,23.0,134.47015380859375,0.9744213819503784,-33.28607940673828,-0.580951452255249,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,211.0,BARDEEN     ,1.0,2.0,23.0,217.9756622314453,0.9477202892303467,-27.820619583129883,-0.4855612516403198,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,212.0,BARKLA      ,1.0,2.0,23.0,218.6809844970703,0.9507868885993958,-28.28118133544922,-0.4935995638370514,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,213.0,BARLOW      ,2.0,2.0,24.0,218.5,0.949999988079071,-26.143789291381836,-0.45629504323005676,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,214.0,BARRY       ,2.0,2.0,26.0,217.39198303222656,0.9451825022697449,-25.045913696289062,-0.4371334910392761,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,215.0,BARTON      ,2.0,2.0,26.0,220.81295776367188,0.9600563645362854,-15.316780090332031,-0.267328143119812,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,216.0,BASOV       ,2.0,2.0,26.0,221.0763397216797,0.9612014889717102,-17.68941307067871,-0.3087384104728699,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,217.0,BATES       ,1.0,2.0,27.0,224.3656768798828,0.9755029678344727,-14.335113525390625,-0.25019484758377075,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,218.0,BAYLE       ,2.0,2.0,27.0,226.9211883544922,0.9866138696670532,-14.015538215637207,-0.24461720883846283,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,219.0,BEDE        ,1.0,2.0,25.0,218.9659881591797,0.9520260095596313,-21.233190536499023,-0.3705889582633972,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,220.0,BEETHOVEN   ,1.0,2.0,25.0,218.64256286621094,0.9506198167800903,-23.233407974243164,-0.40549933910369873,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,221.0,BEHRING     ,2.0,2.0,27.0,225.50140380859375,0.9804409146308899,-13.643291473388672,-0.23812027275562286,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,222.0,BELL        ,1.0,2.0,27.0,226.75018310546875,0.985870361328125,-13.971834182739258,-0.24385441839694977,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,223.0,BLOCH       ,2.0,2.0,25.0,218.7642059326172,0.9511487483978271,-23.897768020629883,-0.4170945882797241,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,224.0,BORDET      ,1.0,2.0,26.0,217.34352111816406,0.9449718594551086,-18.356685638427734,-0.32038450241088867,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,301.0,CABELL      ,2.0,3.0,31.0,133.38796997070312,0.9665794968605042,-69.56390380859375,-1.2141187191009521,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,302.0,CABOT       ,2.0,3.0,32.0,133.63504028320312,0.9683699011802673,-69.71979522705078,-1.2168395519256592,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,303.0,CAESAR      ,1.0,3.0,31.0,129.17153930664062,0.9360256791114807,-63.367305755615234,-1.1059677600860596,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,304.0,CAINE       ,1.0,3.0,31.0,129.54884338378906,0.9387596845626831,-68.6484146118164,-1.1981403827667236,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,305.0,CALVIN      ,1.0,3.0,31.0,132.42376708984375,0.9595925211906433,-69.41156768798828,-1.211459994316101,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,306.0,CAMUS       ,1.0,3.0,32.0,132.73672485351562,0.9618602991104126,-70.08208465576172,-1.2231626510620117,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,307.0,CAREW       ,2.0,3.0,32.0,127.22124481201172,0.9218930602073669,-75.5307846069336,-1.3182604312896729,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,308.0,CARREL      ,1.0,3.0,32.0,126.0730209350586,0.9135726094245911,-73.78388977050781,-1.2877713441848755,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,309.0,CARTER      ,1.0,3.0,33.0,129.47193908691406,0.938202440738678,-64.6513442993164,-1.1283783912658691,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,310.0,CARUSO      ,1.0,3.0,33.0,133.92408752441406,0.9704643487930298,-66.8845443725586,-1.1673550605773926,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,311.0,CARY        ,1.0,3.0,33.0,218.98118591308594,0.9520921111106873,-59.27307891845703,-1.0345100164413452,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,312.0,CAXTON      ,1.0,3.0,33.0,218.6563262939453,0.9506796598434448,-57.33843994140625,-1.0007442235946655,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,313.0,CECIL       ,2.0,3.0,34.0,224.2083282470703,0.9748188257217407,-55.072021484375,-0.9611877799034119,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,314.0,CHAIN       ,2.0,3.0,36.0,217.72898864746094,0.9466477632522583,-56.487850189208984,-0.9858986139297485,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,315.0,CHASE       ,2.0,3.0,36.0,223.49436950683594,0.9717146754264832,-48.50238037109375,-0.8465259671211243,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,316.0,CHIFA       ,2.0,3.0,36.0,222.21946716308594,0.9661716222763062,-48.08935546875,-0.8393173217773438,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,317.0,CHUHSI      ,1.0,3.0,37.0,228.48936462402344,0.9934320449829102,-45.314453125,-0.7908861637115479,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,318.0,CLARK       ,2.0,3.0,37.0,230.66078186035156,1.0028729438781738,-44.03638458251953,-0.7685796618461609,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,319.0,CLAY        ,1.0,3.0,35.0,221.23089599609375,0.961873471736908,-46.91195297241211,-0.818767786026001,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,320.0,CLIVE       ,1.0,3.0,35.0,221.94422912597656,0.9649749398231506,-44.47675704956055,-0.776265561580658,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,321.0,COBB        ,2.0,3.0,37.0,232.29708862304688,1.0099873542785645,-44.74660110473633,-0.7809752821922302,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,322.0,COLE        ,2.0,3.0,37.0,236.59173583984375,1.028659701347351,-44.13376235961914,-0.7702791690826416,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,323.0,COMTE       ,2.0,3.0,35.0,223.0401611328125,0.9697398543357849,-42.59951400756836,-0.7435015439987183,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,324.0,CURIE       ,1.0,3.0,36.0,217.51687622070312,0.9457255601882935,-54.0113410949707,-0.9426754117012024,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,325.0,CURTISS     ,1.0,3.0,35.0,219.80496215820312,0.9556737542152405,-40.27541732788086,-0.7029383778572083,0.949999988079071,1.0499999523162842,False
LT_101-105_A3,True,101.0,ABEL        ,2.0,1.0,11.0,132.63851928710938,0.961148738861084,-12.54391098022461,-0.21893247961997986,0.949999988079071,1.0499999523162842,False
LT_101-105_A3,True,102.0,ADAMS       ,2.0,1.0,12.0,132.84890747070312,0.9626731872558594,-12.527132987976074,-0.21863964200019836,0.949999988079071,1.0499999523162842,False
LT_101-105_A3,True,103.0,ADLER       ,1.0,1.0,11.0,129.73207092285156,0.9400874376296997,-14.452239990234375,-0.25223907828330994,0.949999988079071,1.0499999523162842,True
LT_101-105_A3,True,104.0,AGRICOLA    ,1.0,1.0,11.0,130.56285095214844,0.9461075663566589,-12.814038276672363,-0.2236470878124237,0.949999988079071,1.0499999523162842,True
LT_101-105_A3,True,105.0,AIKEN       ,1.0,1.0,11.0,133.55445861816406,0.9677858948707581,-13.072588920593262,-0.22815963625907898,0.949999988079071,1.0499999523162842,False
LT_101-105_A3,True,106.0,ALBER       ,1.0,1.0,12.0,134.47801208496094,0.9744783639907837,-13.488568305969238,-0.2354198396205902,0.949999988079071,1.0499999523162842,False
LT_101-105_A3,True,107.0,ALDER       ,2.0,1.0,12.0,132.96527099609375,0.9635164737701416,-8.020898818969727,-0.13999104499816895,0.949999988079071,1.0499999523162842,False
