Contingency,Converged,BusNumber,Area,MachineID,BusName,GenStatus,Pg(MW),Qg(MVAr),PgMax(MW),PgMin(MW),QgMax(MVAr),QgMin(MVAr),Violation
LT_101-102_A1,True,118.0,1.0,10,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,11,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,2,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,3,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,4,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,5,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,6,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,7,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,8,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,118.0,1.0,9,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,121.0,1.0,1,ATTLEE      ,1.0,396.0000915527344,70.65380096435547,400.0,396.0,200.0,-50.0,False
LT_101-102_A1,True,122.0,1.0,1,AUBREY      ,1.0,1.5241340406646486e-05,0.0,713.5,0.0,0.0,0.0,False
LT_101-102_A1,True,123.0,1.0,1,AUSTEN      ,1.0,22.000003814697266,-6.925759315490723,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,123.0,1.0,2,AUSTEN      ,1.0,22.000003814697266,-6.925759315490723,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,123.0,1.0,3,AUSTEN      ,1.0,22.000003814697266,-6.925759315490723,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,123.0,1.0,4,AUSTEN      ,1.0,62.00000762939453,-19.518047332763672,155.0,62.0,80.0,-50.0,False
LT_101-102_A1,True,123.0,1.0,5,AUSTEN      ,1.0,140.0,-25.0,350.0,140.0,150.0,-25.0,False
LT_101-102_A1,True,201.0,2.0,1,BACH        ,1.0,4.303003787994385,-0.19041936099529266,50.0,0.0,16.0,-10.0,False
LT_101-102_A1,True,201.0,2.0,2,BACH        ,1.0,30.00000762939453,-1.3275800943374634,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-102_A1,True,202.0,2.0,1,BACON       ,1.0,30.00000762939453,-0.553246259689331,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-102_A1,True,202.0,2.0,2,BACON       ,1.0,30.00000762939453,-0.553246259689331,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-102_A1,True,207.0,2.0,1,BAKER       ,1.0,22.000003814697266,17.99041175842285,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,207.0,2.0,2,BAKER       ,1.0,22.000003814697266,17.99041175842285,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,213.0,2.0,1,BARLOW      ,1.0,170.0,2.8039026260375977,355.0,170.0,150.0,-25.0,False
LT_101-102_A1,True,213.0,2.0,2,BARLOW      ,1.0,22.0000057220459,0.3628580570220947,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,213.0,2.0,3,BARLOW      ,1.0,22.0000057220459,0.3628580570220947,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,213.0,2.0,4,BARLOW      ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,214.0,2.0,1,BARRY       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,215.0,2.0,1,BARTON      ,1.0,22.0000057220459,15.539529800415039,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,215.0,2.0,2,BARTON      ,1.0,22.0000057220459,15.539529800415039,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,215.0,2.0,3,BARTON      ,1.0,-9.999982921726769e-07,0.0,250.19998168945312,0.0,0.0,0.0,True
LT_101-102_A1,True,216.0,2.0,1,BASOV       ,1.0,62.00000762939453,50.0765266418457,155.0,62.0,80.0,-50.0,False
LT_101-102_A1,True,218.0,2.0,1,BAYLE       ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-102_A1,True,221.0,2.0,1,BEHRING     ,1.0,170.0,-13.561294555664062,355.0,170.0,150.0,-25.0,False
LT_101-102_A1,True,223.0,2.0,1,BLOCH       ,1.0,22.000003814697266,-3.5242300033569336,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,223.0,2.0,2,BLOCH       ,1.0,22.000003814697266,-3.5242300033569336,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,223.0,2.0,3,BLOCH       ,1.0,22.000003814697266,-3.5242300033569336,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,223.0,2.0,4,BLOCH       ,1.0,62.00000762939453,-9.931920051574707,155.0,62.0,80.0,-50.0,False
LT_101-102_A1,True,223.0,2.0,5,BLOCH       ,1.0,62.00000762939453,-9.931920051574707,155.0,62.0,80.0,-50.0,False
LT_101-102_A1,True,223.0,2.0,6,BLOCH       ,1.0,140.0,-22.426912307739258,350.0,140.0,150.0,-25.0,False
LT_101-102_A1,True,301.0,3.0,1,CABELL      ,1.0,22.000003814697266,4.106730937957764,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,301.0,3.0,2,CABELL      ,1.0,22.000003814697266,4.106730937957764,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,302.0,3.0,1,CABOT       ,1.0,22.000003814697266,14.815008163452148,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,302.0,3.0,2,CABOT       ,1.0,22.000003814697266,14.815008163452148,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,307.0,3.0,1,CAREW       ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,307.0,3.0,2,CAREW       ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,313.0,3.0,1,CECIL       ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-102_A1,True,313.0,3.0,10,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,11,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,12,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,13,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,14,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,15,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,16,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,2,CECIL       ,1.0,-9.999982921726769e-07,0.0,190.1999969482422,0.0,0.0,0.0,True
LT_101-102_A1,True,313.0,3.0,3,CECIL       ,1.0,-9.999982921726769e-07,0.0,186.60000610351562,0.0,0.0,0.0,True
LT_101-102_A1,True,313.0,3.0,4,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,5,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,6,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,7,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,8,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,313.0,3.0,9,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,314.0,3.0,1,CHAIN       ,1.0,-9.999982921726769e-07,0.0,103.19999694824219,0.0,0.0,0.0,True
LT_101-102_A1,True,314.0,3.0,2,CHAIN       ,1.0,-9.999982921726769e-07,0.0,103.19999694824219,0.0,0.0,0.0,True
LT_101-102_A1,True,314.0,3.0,3,CHAIN       ,1.0,-9.999982921726769e-07,0.0,185.39999389648438,0.0,0.0,0.0,True
LT_101-102_A1,True,314.0,3.0,4,CHAIN       ,1.0,-9.999982921726769e-07,0.0,103.19999694824219,0.0,0.0,0.0,True
LT_101-102_A1,True,314.0,3.0,5,CHAIN       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-102_A1,True,315.0,3.0,1,CHASE       ,1.0,22.0000057220459,-7.953353404998779,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,315.0,3.0,2,CHASE       ,1.0,22.0000057220459,-7.953353404998779,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,315.0,3.0,3,CHASE       ,1.0,22.0000057220459,0.0,55.0,22.0,60.000003814697266,0.0,False
LT_101-102_A1,True,316.0,3.0,1,CHIFA       ,1.0,62.00000762939453,-50.0,155.0,62.0,80.0,-50.0,False
LT_101-102_A1,True,316.0,3.0,2,CHIFA       ,1.0,0.0,0.0,100.0,-100.0,100.0,0.0,False
LT_101-102_A1,True,318.0,3.0,1,CLARK       ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-102_A1,True,321.0,3.0,1,COBB        ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-102_A1,True,322.0,3.0,1,COLE        ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,322.0,3.0,2,COLE        ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-102_A1,True,323.0,3.0,1,COMTE       ,1.0,170.0,78.5206069946289,355.0,170.0,150.0,-25.0,False
LT_101-102_A1,True,323.0,3.0,2,COMTE       ,1.0,170.0,78.5206069946289,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,101.0,1.0,1,ABEL        ,1.0,-9.9999863323319e-07,0.0,51.79999923706055,0.0,0.0,0.0,True
LT_101-103_A2,True,101.0,1.0,2,ABEL        ,1.0,-9.9999863323319e-07,0.0,53.40000534057617,0.0,0.0,0.0,True
LT_101-103_A2,True,101.0,1.0,3,ABEL        ,1.0,-9.9999863323319e-07,0.0,52.39999771118164,0.0,0.0,0.0,True
LT_101-103_A2,True,101.0,1.0,4,ABEL        ,1.0,-9.9999863323319e-07,0.0,51.599998474121094,0.0,0.0,0.0,True
LT_101-103_A2,True,101.0,1.0,5,ABEL        ,1.0,30.000001907348633,-14.5646333694458,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-103_A2,True,101.0,1.0,6,ABEL        ,1.0,30.000001907348633,-14.5646333694458,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-103_A2,True,102.0,1.0,1,ADAMS       ,1.0,-9.9999863323319e-07,0.0,51.20000076293945,0.0,0.0,0.0,True
LT_101-103_A2,True,102.0,1.0,2,ADAMS       ,1.0,-9.9999863323319e-07,0.0,50.599998474121094,0.0,0.0,0.0,True
LT_101-103_A2,True,102.0,1.0,3,ADAMS       ,1.0,30.000001907348633,-0.9771133065223694,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-103_A2,True,102.0,1.0,4,ADAMS       ,1.0,30.000001907348633,-0.9771133065223694,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-103_A2,True,107.0,1.0,1,ALDER       ,1.0,282.240234375,11.020967483520508,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,113.0,1.0,1,ARNE        ,1.0,250.80868530273438,-11.459847450256348,55.0,22.0,19.0,-15.000000953674316,True
LT_101-103_A2,True,113.0,1.0,2,ARNE        ,1.0,250.80868530273438,-11.459847450256348,55.0,22.0,19.0,-15.000000953674316,True
LT_101-103_A2,True,113.0,1.0,3,ARNE        ,1.0,250.80868530273438,-11.459847450256348,55.0,22.0,19.0,-15.000000953674316,True
LT_101-103_A2,True,113.0,1.0,4,ARNE        ,1.0,250.80868530273438,-11.459847450256348,55.0,22.0,19.0,-15.000000953674316,True
LT_101-103_A2,True,113.0,1.0,5,ARNE        ,1.0,1.1400373296055477e-05,0.0,187.1999969482422,0.0,0.0,0.0,False
LT_101-103_A2,True,113.0,1.0,6,ARNE        ,1.0,0.0,-0.0,100.0,-100.0,100.0,0.0,False
LT_101-103_A2,True,114.0,1.0,1,ARNOLD      ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,115.0,1.0,1,ARTHUR      ,1.0,62.00000762939453,66.69454956054688,155.0,62.0,80.0,-50.0,False
LT_101-103_A2,True,116.0,1.0,1,ASSER       ,1.0,62.00000762939453,0.4380301237106323,155.0,62.0,80.0,-50.0,False
LT_101-103_A2,True,118.0,1.0,1,ASTOR       ,1.0,170.0,-25.0,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,118.0,1.0,10,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,11,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,2,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,3,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,4,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,5,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,6,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,7,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,8,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,118.0,1.0,9,ASTOR       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,121.0,1.0,1,ATTLEE      ,1.0,396.0000915527344,70.29768371582031,400.0,396.0,200.0,-50.0,False
LT_101-103_A2,True,122.0,1.0,1,AUBREY      ,1.0,1.5241340406646486e-05,0.0,713.5,0.0,0.0,0.0,False
LT_101-103_A2,True,123.0,1.0,1,AUSTEN      ,1.0,22.000003814697266,-6.7796783447265625,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,123.0,1.0,2,AUSTEN      ,1.0,22.000003814697266,-6.7796783447265625,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,123.0,1.0,3,AUSTEN      ,1.0,22.000003814697266,-6.7796783447265625,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,123.0,1.0,4,AUSTEN      ,1.0,62.00000762939453,-19.106365203857422,155.0,62.0,80.0,-50.0,False
LT_101-103_A2,True,123.0,1.0,5,AUSTEN      ,1.0,140.0,-25.0,350.0,140.0,150.0,-25.0,False
LT_101-103_A2,True,201.0,2.0,1,BACH        ,1.0,4.303003787994385,-0.18356327712535858,50.0,0.0,16.0,-10.0,False
LT_101-103_A2,True,201.0,2.0,2,BACH        ,1.0,30.00000762939453,-1.279780387878418,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-103_A2,True,202.0,2.0,1,BACON       ,1.0,30.00000762939453,-0.545406699180603,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-103_A2,True,202.0,2.0,2,BACON       ,1.0,30.00000762939453,-0.545406699180603,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-103_A2,True,207.0,2.0,1,BAKER       ,1.0,22.000003814697266,17.99726104736328,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,207.0,2.0,2,BAKER       ,1.0,22.000003814697266,17.99726104736328,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,213.0,2.0,1,BARLOW      ,1.0,170.0,2.8093013763427734,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,213.0,2.0,2,BARLOW      ,1.0,22.0000057220459,0.36355674266815186,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,213.0,2.0,3,BARLOW      ,1.0,22.0000057220459,0.36355674266815186,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,213.0,2.0,4,BARLOW      ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,214.0,2.0,1,BARRY       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,215.0,2.0,1,BARTON      ,1.0,22.0000057220459,15.656415939331055,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,215.0,2.0,2,BARTON      ,1.0,22.0000057220459,15.656415939331055,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,215.0,2.0,3,BARTON      ,1.0,-9.999982921726769e-07,0.0,250.19998168945312,0.0,0.0,0.0,True
LT_101-103_A2,True,216.0,2.0,1,BASOV       ,1.0,62.00000762939453,50.13363265991211,155.0,62.0,80.0,-50.0,False
LT_101-103_A2,True,218.0,2.0,1,BAYLE       ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,221.0,2.0,1,BEHRING     ,1.0,170.0,-13.588912963867188,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,223.0,2.0,1,BLOCH       ,1.0,22.000003814697266,-3.5044946670532227,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,223.0,2.0,2,BLOCH       ,1.0,22.000003814697266,-3.5044946670532227,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,223.0,2.0,3,BLOCH       ,1.0,22.000003814697266,-3.5044946670532227,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,223.0,2.0,4,BLOCH       ,1.0,62.00000762939453,-9.876301765441895,155.0,62.0,80.0,-50.0,False
LT_101-103_A2,True,223.0,2.0,5,BLOCH       ,1.0,62.00000762939453,-9.876301765441895,155.0,62.0,80.0,-50.0,False
LT_101-103_A2,True,223.0,2.0,6,BLOCH       ,1.0,140.0,-22.30132293701172,350.0,140.0,150.0,-25.0,False
LT_101-103_A2,True,301.0,3.0,1,CABELL      ,1.0,22.000003814697266,4.1064605712890625,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,301.0,3.0,2,CABELL      ,1.0,22.000003814697266,4.1064605712890625,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,302.0,3.0,1,CABOT       ,1.0,22.000003814697266,14.812853813171387,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,302.0,3.0,2,CABOT       ,1.0,22.000003814697266,14.812853813171387,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,307.0,3.0,1,CAREW       ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,307.0,3.0,2,CAREW       ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,313.0,3.0,1,CECIL       ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,313.0,3.0,10,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,11,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,12,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,13,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,14,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,15,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,16,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,2,CECIL       ,1.0,-9.999982921726769e-07,0.0,190.1999969482422,0.0,0.0,0.0,True
LT_101-103_A2,True,313.0,3.0,3,CECIL       ,1.0,-9.999982921726769e-07,0.0,186.60000610351562,0.0,0.0,0.0,True
LT_101-103_A2,True,313.0,3.0,4,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,5,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,6,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,7,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,8,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,313.0,3.0,9,CECIL       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,314.0,3.0,1,CHAIN       ,1.0,-9.999982921726769e-07,0.0,103.19999694824219,0.0,0.0,0.0,True
LT_101-103_A2,True,314.0,3.0,2,CHAIN       ,1.0,-9.999982921726769e-07,0.0,103.19999694824219,0.0,0.0,0.0,True
LT_101-103_A2,True,314.0,3.0,3,CHAIN       ,1.0,-9.999982921726769e-07,0.0,185.39999389648438,0.0,0.0,0.0,True
LT_101-103_A2,True,314.0,3.0,4,CHAIN       ,1.0,-9.999982921726769e-07,0.0,103.19999694824219,0.0,0.0,0.0,True
LT_101-103_A2,True,314.0,3.0,5,CHAIN       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
LT_101-103_A2,True,315.0,3.0,1,CHASE       ,1.0,22.0000057220459,-7.833001613616943,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,315.0,3.0,2,CHASE       ,1.0,22.0000057220459,-7.833001613616943,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,315.0,3.0,3,CHASE       ,1.0,22.0000057220459,0.0,55.0,22.0,60.000003814697266,0.0,False
LT_101-103_A2,True,316.0,3.0,1,CHIFA       ,1.0,62.00000762939453,-50.0,155.0,62.0,80.0,-50.0,False
LT_101-103_A2,True,316.0,3.0,2,CHIFA       ,1.0,0.0,0.0,100.0,-100.0,100.0,0.0,False
LT_101-103_A2,True,318.0,3.0,1,CLARK       ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,321.0,3.0,1,COBB        ,1.0,170.0,150.0,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,322.0,3.0,1,COLE        ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,322.0,3.0,2,COLE        ,1.0,22.0000057220459,19.0,55.0,22.0,19.0,-15.000000953674316,False
LT_101-103_A2,True,323.0,3.0,1,COMTE       ,1.0,170.0,78.29422760009766,355.0,170.0,150.0,-25.0,False
LT_101-103_A2,True,323.0,3.0,2,COMTE       ,1.0,170.0,78.29422760009766,355.0,170.0,150.0,-25.0,False
LT_101-105_A3,True,101.0,1.0,1,ABEL        ,1.0,-9.9999863323319e-07,0.0,51.79999923706055,0.0,0.0,0.0,True
LT_101-105_A3,True,101.0,1.0,2,ABEL        ,1.0,-9.9999863323319e-07,0.0,53.40000534057617,0.0,0.0,0.0,True
LT_101-105_A3,True,101.0,1.0,3,ABEL        ,1.0,-9.9999863323319e-07,0.0,52.39999771118164,0.0,0.0,0.0,True
LT_101-105_A3,True,101.0,1.0,4,ABEL        ,1.0,-9.9999863323319e-07,0.0,51.599998474121094,0.0,0.0,0.0,True
LT_101-105_A3,True,101.0,1.0,5,ABEL        ,1.0,30.000001907348633,-8.991958618164062,76.0,30.000001907348633,30.000001907348633,-25.0,False
LT_101-105_A3,True,101.0,1.0,6,ABEL        ,1.0,30.000001907348633,-8.991958618164062,76.0,30.000001907348633,30.000001907348633,-25.0,False
