Contingency,Converged,FromBus#,ToBus#,CKT,Pij(MW),Qij(MVAr),Sij(MVA),Pji(MW),Qji(MVAr),Sji(MVA),RateA,Ploss(MW),Qloss(MVAr),Loading_%,Violation,Current(A),Tcond(degC),lat_mid,lon_mid,bearing_deg,length_km,weather_site_id,weather_site_distance_km,weather_site_elevation_m,air_temperature,ghi,surface_pressure,surface_pressure_pa,wind_direction,wind_speed,wind_conductor_angle_deg,Tcond_realweather(degC),Ampacity_at_75C(A),Loading_realweather_%
LT_101-102_A1,True,109.0,112.0,15,-124.526909,-25.515812,127.114151,124.887812,40.673739,131.344275,400.0,0.360903,15.157928,31.78,False,562.0055016327393,60.96503257751465,33.9156511436,-114.31084169450001,203.947168667828,1.1643839227143522,273502,17.80785802409589,97.0,42.79999923706055,833.0,991.0,99100.0,107.0,2.700000047683716,83.05283133217199,55.94720540119306,1048.6219145928005,53.594674478167526
LT_101-102_A1,True,110.0,111.0,16,-85.54586,17.666834,87.351082,85.707103,-10.894631,86.396762,400.0,0.161243,6.772202,21.84,False,375.65188120551295,53.330984115600586,33.9085895718,-114.2970411375,218.83185834528146,1.199999298332487,273502,19.225322946508676,97.0,42.79999923706055,833.0,991.0,99100.0,107.0,2.700000047683716,68.16814165471854,51.968305240057816,1028.404391386048,36.52764266197097
LT_101-102_A1,True,110.0,112.0,17,-132.587326,5.270175,132.692032,132.959404,10.357089,133.362185,400.0,0.372078,15.627263,33.17,False,570.6398856259402,61.38577461242676,33.91182954215,-114.30318349000001,263.52385649728956,1.8981503306103409,273502,18.59008452775047,97.0,42.79999923706055,833.0,991.0,99100.0,107.0,2.700000047683716,23.476143502710443,60.687265843451314,875.7842274815599,65.15758878952354
LT_101-102_A1,True,111.0,113.0,18,-256.702148,6.84471,256.793396,260.981054,27.386533,262.414048,500.0,4.278905,34.231243,51.36,False,669.9204080077207,66.63233757019043,34.1293332045,-114.287887337,2.7798809616962217,50.08528154115857,277498,4.623035951639475,151.0,42.29999923706055,833.0,989.0,98900.0,107.0,2.5999999046325684,104.22011903830378,59.28599344770919,1034.9994403027815,64.72664447158931
LT_101-102_A1,True,111.0,114.0,19,92.024345,-15.185658,93.268883,-91.560346,19.083254,93.527897,500.0,0.464,3.897596,18.65,False,243.31906165446856,49.67799186706543,33.84073608285,-114.56051449450001,253.6860893720658,49.96150226236739,271871,2.0077707949584878,269.0,42.599998474121094,839.0,987.0,98700.0,107.0,2.700000047683716,33.313910627934206,50.95433927960403,936.5041460602279,25.981632081191062
LT_101-102_A1,True,112.0,113.0,20,-179.361481,19.401604,180.407776,181.417234,-2.955578,181.441308,500.0,2.055753,16.446026,36.08,False,463.1651938641696,56.56405448913574,34.132573174849995,-114.29402968950001,4.126021058856338,49.43428786192113,277498,4.172118022807155,151.0,42.29999923706055,833.0,989.0,98900.0,107.0,2.5999999046325684,102.87397894114366,53.3507795739788,1036.7789137969953,44.67347741168074
LT_101-102_A1,True,112.0,123.0,21,-78.485725,-70.432434,105.454895,79.721867,80.424577,113.241726,500.0,1.236141,9.992143,21.09,False,270.73687160026094,50.30951499938965,34.14643314265,-114.691095425,307.21393123188295,87.0443510046333,269416,1.9810322366643094,324.0,41.70000076293945,849.0,971.0,97100.0,128.0,2.799999952316284,0.7860687681170475,56.11685194457095,688.1021386702778,39.34544835501399
LT_101-102_A1,True,113.0,123.0,22,18.663559,-88.585075,90.529793,-17.895335,94.661031,96.337707,500.0,0.768224,6.075956,18.11,False,231.65407842047608,49.42866325378418,34.3681403032,-114.6717226875,272.6456124243665,72.95310639099516,270224,1.0590202066430323,388.0,41.400001525878906,847.0,966.0,96600.0,137.0,2.799999952316284,44.354387575633496,48.976695577512146,1007.7230552493111,22.987871242378667
LT_101-102_A1,True,113.0,215.0,B2,282.629456,-49.505222,286.932373,-274.146415,113.128033,296.570748,500.0,8.483041,63.62281,57.39,False,734.2229804536864,70.41491508483887,34.7514356122,-114.425215633,342.78515118710203,92.50852375989442,273483,7.038480495579008,151.0,42.5,838.0,987.0,98700.0,137.0,3.0999999046325684,154.21484881289797,65.12763500213623,932.388400799089,78.74647301751416
LT_101-102_A1,True,114.0,116.0,23,-74.217987,-44.254295,86.41037,74.603078,48.798367,89.145386,500.0,0.385091,4.544071,17.28,False,225.2088255817416,49.29661750793457,33.71905866655,-115.07048464,254.58110202453383,48.11325865555416,262163,1.5254500733407452,387.0,42.79999923706055,848.0,984.0,98400.0,125.0,3.0999999046325684,50.418897975466166,49.65557940146391,1036.3115443735392,21.731768482602654
LT_101-102_A1,True,115.0,116.0,24,-106.102898,-26.742441,109.42112,106.34729,28.81978,110.183147,500.0,0.244393,2.077339,21.88,False,278.54106561185813,50.50225257873535,33.5836074796,-115.325283222,2.6007230139453554,17.236067799848346,256615,1.991195585655014,994.0,37.79999923706055,878.0,903.0,90300.0,123.0,3.4000000953674316,120.39927698605464,45.2832256586189,1146.9799543644317,24.284737021947713
LT_101-102_A1,True,115.0,121.0,1,-35.729836,3.373221,35.888718,35.812941,-2.694529,35.914164,500.0,0.083105,0.678692,7.18,False,91.35788187110016,47.38482475280762,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,41.900001525878906,868.0,983.0,98300.0,123.0,3.5,30.85498536438422,48.271746207246906,1005.9711186612424,9.081561108104202
LT_101-102_A1,True,115.0,121.0,2,-35.729836,3.373221,35.888718,35.812941,-2.694529,35.914164,500.0,0.083105,0.678692,7.18,False,91.35788187110016,47.38482475280762,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,41.900001525878906,868.0,983.0,98300.0,123.0,3.5,30.85498536438422,48.271746207246906,1005.9711186612424,9.081561108104202
LT_101-102_A1,True,115.0,124.0,26,61.67733,29.497475,68.36808,-61.316323,-26.815706,66.923639,500.0,0.361007,2.681769,13.67,False,174.03694878133916,48.37639808654785,33.524574389449995,-114.9929983545,86.0634407392426,62.52120431249092,263770,1.2987773397332119,181.0,43.099998474121094,843.0,985.0,98500.0,125.0,3.200000047683716,38.936559260757406,49.717556239294936,1002.0924633922735,17.367354324988234
LT_101-102_A1,True,116.0,117.0,27,-7.616001,18.482555,19.990206,7.631438,-18.348761,19.872491,500.0,0.015438,0.133794,4.0,False,50.54749871011375,47.12237358093262,33.6181318947,-115.48093336950001,252.22842579087137,31.107139968025567,253477,1.9140400448987045,626.0,40.29999923706055,872.0,951.0,95100.0,123.0,3.5,50.77157420912863,45.84639722934662,1109.7604975947208,4.554811494882876
LT_101-102_A1,True,116.0,119.0,28,-103.787148,-59.303844,119.535423,104.213574,62.573115,121.556011,500.0,0.426427,3.269271,23.91,False,302.2588481532107,51.11819267272949,33.76505507735,-115.3450942825,349.13986505303745,23.556813083232125,256610,0.7090697519730219,173.0,42.900001525878906,810.0,993.0,99300.0,135.0,3.299999952316284,145.86013494696255,51.05186208440864,998.9323056165108,30.258191316243966
LT_101-102_A1,True,117.0,118.0,29,4.250567,39.750309,39.976921,-4.215355,-39.503823,39.728091,500.0,0.035212,0.246486,8.0,False,101.63047438392248,47.47422218322754,33.55988168545,-115.720382362,257.0094374622221,15.136559396239369,248877,2.067412682375808,673.0,38.400001525878906,880.0,920.0,92000.0,123.0,3.5,45.99056253777792,44.42042766044324,1117.9487585435186,9.090798984054357
LT_101-102_A1,True,117.0,122.0,30,-11.882008,-16.010227,19.937639,11.906218,16.191807,20.098076,500.0,0.024211,0.18158,3.99,False,50.68603731801642,47.12319374084473,33.19704830715,-115.9825780325,217.2849118719248,105.44450604735857,244330,1.4502294277503673,-1.0,44.20000076293945,867.0,1014.0,101400.0,108.0,3.5,70.7150881280752,49.24600408590777,1089.7721202628236,4.651067537476763
LT_101-102_A1,True,118.0,121.0,1,7.097922,-14.048314,15.73962,-7.092307,14.096984,15.780551,500.0,0.005616,0.04867,3.15,False,40.255448849654464,47.07972526550293,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,43.79999923706055,863.0,1013.0,101300.0,123.0,3.5,37.33515425774806,49.51733286111994,1014.8210482052408,3.9667534409981084
LT_101-102_A1,True,118.0,121.0,2,7.097922,-14.048314,15.73962,-7.092307,14.096984,15.780551,500.0,0.005616,0.04867,3.15,False,40.255448849654464,47.07972526550293,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,43.79999923706055,863.0,1013.0,101300.0,123.0,3.5,37.33515425774806,49.51733286111994,1014.8210482052408,3.9667534409981084
LT_101-102_A1,True,119.0,120.0,1,-129.441528,-44.640362,136.922867,130.344098,51.860916,140.282352,500.0,0.902569,7.220554,27.38,False,340.5429218678343,52.21474647521973,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,42.0,867.0,977.0,97700.0,128.0,3.0999999046325684,114.78735324237329,50.276947021484375,1074.7579687594014,31.685545189390385
LT_101-102_A1,True,119.0,120.0,2,-129.441528,-44.640362,136.922867,130.344098,51.860916,140.282352,500.0,0.902569,7.220554,27.38,False,340.5429218678343,52.21474647521973,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,42.0,867.0,977.0,97700.0,128.0,3.0999999046325684,114.78735324237329,50.276947021484375,1074.7579687594014,31.685545189390385
LT_101-102_A1,True,120.0,123.0,1,-185.033859,-54.314644,192.840881,186.072232,61.929381,196.107429,500.0,1.038373,7.614737,38.57,False,468.6561755493904,56.7879581451416,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,40.79999923706055,864.0,957.0,95700.0,159.0,3.0999999046325684,109.71784935041342,51.55152134047967,1097.8438553079484,42.68878249702741
LT_101-102_A1,True,120.0,123.0,2,-185.033859,-54.314644,192.840881,186.072232,61.929381,196.107429,500.0,1.038373,7.614737,38.57,False,468.6561755493904,56.7879581451416,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,40.79999923706055,864.0,957.0,95700.0,159.0,3.0999999046325684,109.71784935041342,51.55152134047967,1097.8438553079484,42.68878249702741
LT_101-102_A1,True,121.0,122.0,34,-21.736279,-18.985098,28.860003,21.793785,19.41959,29.190572,500.0,0.057506,0.434492,5.77,False,73.60160053051862,47.2519588470459,33.172992768149996,-116.197562667,196.75137436176485,82.21478769358605,240603,1.5911941943704755,192.0,43.599998474121094,868.0,999.0,99900.0,108.0,3.200000047683716,91.24862563823515,48.75125888818002,1097.5885361109797,6.70575521782569
LT_101-102_A1,True,121.0,325.0,1,364.295013,35.806248,366.050446,-347.59911,99.152325,361.46414,500.0,16.695904,134.958572,73.21,False,933.5376264690676,83.90244483947754,33.88950639194999,-116.599877614,309.8193181099749,126.63031816801767,233264,1.7623985492877712,289.0,43.099998474121094,895.0,996.0,99600.0,177.0,3.4000000953674316,47.180681890025085,69.36699486077123,1048.470655211924,89.03803094807405
LT_101-102_A1,True,123.0,217.0,B3,236.028961,-1.859811,236.03627,-230.971877,39.282239,234.288502,500.0,5.057085,37.422428,47.21,False,564.288179762571,61.075754165649414,34.73487458595,-114.99497599799999,9.71178695733397,79.62675421689616,263740,1.4324488671760864,638.0,39.79999923706055,865.0,941.0,94100.0,159.0,3.4000000953674316,149.28821304266603,55.03553815649502,1020.8059346926893,55.27869309776772
LT_101-102_A1,True,201.0,202.0,B1,17.208776,-30.585129,35.094048,-17.195969,30.644899,35.13988,175.0,0.012808,0.05977,20.05,False,153.91408762241855,48.07868003845215,36.2728130805,-113.73374720749999,330.06786134221716,4.4011989362247,264540,155.6214060520281,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,38.93213865778284,45.91448190341907,1104.6890091957675,13.93279794957593
LT_101-102_A1,True,201.0,203.0,B2,-56.46788,26.843607,62.523598,58.918862,-17.440751,61.446009,175.0,2.450982,9.402856,35.73,False,274.21352307493487,50.39481163024902,35.80503293055,-113.848714785,192.97069564697503,102.80891251473568,269393,112.52290251671089,362.0,41.20000076293945,742.0,962.0,96200.0,184.0,4.099999904632568,171.02930435302497,50.62548748387053,888.1517696136377,30.874624411796507
LT_101-102_A1,True,201.0,205.0,B3,64.259232,-16.442791,66.32959,-63.203618,20.521299,66.451644,175.0,1.055614,4.078508,37.9,False,290.90569224784485,50.81719398498535,36.1674465537,-113.852268562,230.19480725713623,30.595990672773983,264540,139.93990431001146,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,138.80519274286377,47.29512116537808,1114.911760467185,26.092261519059203
LT_101-102_A1,True,202.0,204.0,B4,33.646564,6.476819,34.264275,-33.213445,-4.809965,33.559927,175.0,0.433119,1.666853,19.58,False,150.13743873400588,48.02700996398926,36.24012743795,-113.98393331349999,255.58339309310898,44.09339369915581,260525,137.5558724758757,1528.0,35.400001525878906,624.0,847.0,84700.0,189.0,3.700000047683716,113.41660690689102,39.81939732270257,1234.155266280836,12.165198564233297
LT_101-102_A1,True,202.0,206.0,B5,50.138123,-14.388964,52.161991,-48.680164,19.987523,52.623754,175.0,1.457958,5.598559,29.81,False,228.56073061537904,49.36469078063965,36.0386798677,-113.8181726305,193.11788205041233,57.370194606690454,264540,132.24501532331928,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,175.88211794958767,51.0150655335965,814.7992721839573,28.051170198367195
LT_101-102_A1,True,203.0,209.0,B6,113.282547,-33.177441,118.041,-108.344504,52.133158,120.234761,175.0,4.938043,18.955717,67.45,False,529.7478839681822,59.44363594055176,35.5797547942,-114.0633830655,342.5346845645803,52.55291889027809,269393,81.32743088984492,362.0,41.20000076293945,742.0,962.0,96200.0,184.0,4.099999904632568,21.46531543541971,54.593694256480376,1007.9101095381766,52.55904062822747
LT_101-102_A1,True,203.0,224.0,B7,-183.748245,-17.537737,184.583282,184.532337,50.469591,191.3096,400.0,0.784092,32.931854,46.15,False,828.378301229253,76.46769523620605,35.355419888750006,-113.968093071,80.9533122476027,1.4399883635815744,270208,72.2396121632983,185.0,42.70000076293945,848.0,989.0,98900.0,187.0,3.9000000953674316,106.0466877523973,61.53772709589248,1155.6501905660446,71.68071341930106
LT_101-102_A1,True,204.0,209.0,B8,-31.945667,-5.366971,32.393364,32.267235,6.605603,32.936431,175.0,0.321568,1.238633,18.51,False,145.18772618014438,47.9605770111084,35.9976998197,-114.18635032750001,171.49301131316565,43.3047846821941,264540,106.2828182492113,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,17.506988686834347,47.52696587584069,956.2996673787386,15.182241627053015
LT_101-102_A1,True,205.0,210.0,B9,0.686087,-30.753908,30.76156,-0.464007,31.603606,31.607012,175.0,0.22208,0.849698,17.58,False,134.79447982411548,47.8293514251709,35.93352645830001,-114.072961317,206.60422896348982,36.22324095579948,264540,107.77888525794216,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,162.39577103651018,47.42428032933822,957.1944257010251,14.08224663713387
LT_101-102_A1,True,206.0,210.0,10,-71.071709,-131.795914,149.73761,71.894856,135.382485,153.28825,175.0,0.823148,3.586572,85.56,False,653.4331283938859,65.71047782897949,35.7876102904,-114.02661411900002,270.1901520712983,24.58276518571172,265345,100.34878020381882,697.0,39.70000076293945,872.0,932.0,93200.0,184.0,4.199999809265137,93.80984792870169,52.84495406150381,1241.037772268771,52.65215475265745
LT_101-102_A1,True,207.0,208.0,11,-0.066627,15.988096,15.988235,0.119223,-15.787574,15.788025,175.0,0.052596,0.200522,9.14,False,72.57609802525668,47.24539756774902,35.9931404214,-113.2002752525,238.0869400541825,24.9097490232365,269393,168.936732686421,362.0,41.20000076293945,742.0,962.0,96200.0,184.0,4.099999904632568,125.91305994581751,45.53898237550311,1172.793319529432,6.188311002178705
LT_101-102_A1,True,208.0,209.0,1,-86.112915,7.53249,86.441734,90.004114,7.398855,90.307716,175.0,3.891199,14.931345,49.4,False,397.1474214763511,54.065847396850586,35.869460766900005,-113.7342668105,259.4509328750614,76.42303064956775,269393,124.63888746734791,362.0,41.20000076293945,742.0,962.0,96200.0,184.0,4.099999904632568,104.54906712493857,48.46933819975675,1207.7468113163438,32.88333430112669
LT_101-102_A1,True,208.0,210.0,2,-64.575615,-21.136629,67.946793,66.930621,30.173281,73.417538,175.0,2.355006,9.036652,38.83,False,312.17436750560074,51.389665603637695,35.86081880785,-113.740291285,258.21609606641846,77.87575473426104,269393,123.57789086146938,362.0,41.20000076293945,742.0,962.0,96200.0,184.0,4.099999904632568,105.78390393358154,47.241918160296336,1205.9578949224115,25.886008858185328
LT_101-102_A1,True,209.0,211.0,14,-86.657837,-34.794884,93.382355,86.851931,42.946822,96.890079,400.0,0.194094,8.151938,23.35,False,412.1459612460064,54.60223197937012,35.803296077,-114.15919206150001,255.04753795152322,1.5606506659808639,264540,92.36331760486274,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,113.95246204847678,48.47038933433214,1178.9297255466645,34.95933237707584
LT_101-102_A1,True,209.0,212.0,15,-81.361656,-53.848297,97.5672,81.573536,62.74725,102.914815,400.0,0.21188,8.898952,24.39,False,430.615906292804,55.287065505981445,35.7982763547,-114.1484987875,164.51081322878485,1.5763836313303292,264540,92.71146744646519,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,24.489186771215145,51.431423335430736,1015.3749400800427,42.409546394641005
LT_101-102_A1,True,210.0,211.0,16,-157.178848,12.750286,157.695145,157.694637,8.912848,157.946312,400.0,0.515789,21.663134,39.42,False,671.863861826397,66.74223899841309,35.79465411795,-114.165216536,344.5036493141338,1.5763988480578353,264540,91.3311064017178,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,24.49635068586622,58.81916706778429,1015.4301397290271,66.16544413441258
LT_101-102_A1,True,210.0,212.0,17,-152.885788,-7.280835,153.059052,153.371695,27.688937,155.851064,400.0,0.485907,20.408102,38.26,False,652.1116789245942,65.63748359680176,35.78963439565,-114.154523262,75.03993290589335,1.560647321312595,264540,91.68344274909107,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,113.96006709410665,54.03145346210658,1178.9186605004647,55.31439112582756
LT_101-102_A1,True,211.0,213.0,18,-60.108185,-95.121788,112.521767,60.837884,100.959381,117.873003,500.0,0.729699,5.837593,22.5,False,287.1835714588434,50.720415115356445,35.9737901158,-114.3952240275,313.214519946109,56.101241393014526,260525,90.78880369689668,1528.0,35.400001525878906,624.0,847.0,84700.0,189.0,3.700000047683716,55.78548005389098,41.41164050596126,1215.6460389321358,23.623946630971222
LT_101-102_A1,True,211.0,214.0,19,-184.438446,43.262127,189.444321,186.31347,-27.511925,188.333787,500.0,1.875024,15.750202,37.89,False,483.5090858231508,57.40635871887207,35.68454797925,-114.33006002350001,228.5567635847391,39.217093492331436,264540,72.32209336765068,765.0,39.70000076293945,873.0,927.0,92700.0,189.0,3.9000000953674316,140.4432364152609,51.0166699952606,1107.605889821773,43.653531483202315
LT_101-102_A1,True,212.0,213.0,20,-70.36042,-61.212559,93.260742,70.847171,65.106565,96.219471,500.0,0.486751,3.894007,18.65,False,234.13282052645823,49.48115348815918,35.968770393499994,-114.3845307535,312.728141959339,58.27352990394753,260525,91.10269265356733,1528.0,35.400001525878906,624.0,847.0,84700.0,189.0,3.700000047683716,56.271858040661016,40.72726245906961,1216.6774140762002,19.243623479624695
LT_101-102_A1,True,212.0,223.0,21,-164.584869,-29.223516,167.159195,167.879906,55.858395,176.928864,500.0,3.295036,26.634878,33.43,False,419.6562558153595,54.87698554992676,35.80789751575,-114.84130532949999,272.07825544446206,125.42411855974576,257353,50.9569086479279,899.0,38.70000076293945,878.0,896.0,89600.0,189.0,3.5999999046325684,96.92174455553794,47.82806335968053,1182.9969585091292,35.47399279405003
LT_101-102_A1,True,213.0,223.0,22,-149.465225,-3.578361,149.508057,151.778502,21.874276,153.346658,500.0,2.313277,18.295916,29.9,False,363.8241239851702,52.94304847717285,35.985222525750004,-115.07967101,246.747631827701,89.64501743467814,253425,49.52932837718548,1082.0,39.0,730.0,903.0,90300.0,207.0,3.4000000953674316,140.252368172299,47.618478775024414,1085.2497895429751,33.524459298756035
LT_101-102_A1,True,214.0,216.0,23,-357.136047,1.618965,357.13974,363.832477,77.398903,371.974006,500.0,6.696429,79.017868,71.43,False,918.5455603210648,82.80097007751465,35.4145503497,-114.6116655375,212.44947011073543,40.306364052426176,265345,34.124564386584666,697.0,39.70000076293945,872.0,932.0,93200.0,184.0,4.199999809265137,151.55052988926457,67.07973794540885,1069.3643039188953,85.89641125618972
LT_101-102_A1,True,215.0,216.0,24,330.268158,-64.913811,336.587097,-328.045324,83.807901,338.581598,500.0,2.222834,18.894091,67.32,False,837.7216245714801,77.10085868835449,35.205040229,-114.65326848149999,311.7614206360051,18.865123622721175,266961,16.946118844596615,770.0,38.900001525878906,874.0,921.0,92100.0,184.0,4.199999809265137,52.238579363994916,59.2684166389663,1191.164667418681,70.32794436279484
LT_101-102_A1,True,215.0,221.0,1,-134.244781,-55.441086,145.242462,135.456423,65.336156,150.390345,500.0,1.211641,9.89507,29.05,False,361.4896480223704,52.8684139251709,35.23245624485,-114.8868583705,288.44475129996886,59.50731844131268,265345,2.742624339204692,697.0,39.70000076293945,872.0,932.0,93200.0,184.0,4.199999809265137,75.55524870003114,47.13627946063207,1221.0946442819957,29.603737082552392
