label,solver,FromBus#,ToBus#,CKT,Current(A),weather_site_id,T_min,T_mean,T_max,R_factor_min,R_factor_mean,R_factor_max,n_rows,csv
0121_0122_34,fnsl,121,122,34,38.900611553093654,240603,2.0799407958984375,25.445819566613576,61.44554963418341,0.7594500564052477,0.8365298185678818,0.9552863463559605,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0121_0122_34.csv
0121_0325_1,fnsl,121,325,1,1163.823584499356,233264,30.34003980876696,71.19259430339768,128.72978368990152,0.8526749563535636,0.9874400647015861,1.1772447331644114,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0121_0325_1.csv
0123_0217_B3,fnsl,123,217,B3,452.02988622748296,263740,5.429324126677102,31.31965398282735,74.56047960232536,0.7704990596574377,0.8559065244143529,0.9985501025640497,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0123_0217_B3.csv
0201_0202_B1,fnsl,201,202,B1,148.7449484944402,264540,-2.885569668084827,22.3288131054087,59.630623509590805,0.7430697452114912,0.8262473841237646,0.94929923688753,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0201_0202_B1.csv
0201_0203_B2,fnsl,201,203,B2,277.15752570023665,269393,2.086162567138672,27.017894467894784,64.41959396495076,0.7594705808910645,0.8417158062502486,0.9650971748690309,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0201_0203_B2.csv
0201_0205_B3,fnsl,201,205,B3,112.24975918838464,264540,-3.1883681298850206,22.148935329898993,58.89460743705422,0.7420708684455969,0.8256540002287832,0.9468712544274781,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0201_0205_B3.csv
0202_0204_B4,fnsl,202,204,B4,60.743513211022936,260525,-8.259534836022794,16.737386644806836,54.98179244995117,0.7253420166257342,0.8078022904911977,0.9339635931513145,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0202_0204_B4.csv
0202_0206_B5,fnsl,202,206,B5,99.03804042292909,264540,-3.0335829736932283,22.321785899764638,58.48930161107273,0.7425814763770444,0.8262242026571045,0.9455342246082128,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0202_0206_B5.csv
0203_0209_B6,fnsl,203,209,B6,394.58700984072055,269393,3.3673301463065854,29.494460276651576,65.02773506407539,0.7636969185033484,0.8498855440714655,0.9671033211707312,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0203_0209_B6.csv
0203_0224_B7,fnsl,203,224,B7,424.4921318517267,270208,4.795541144087565,31.13776707645678,70.99128885470418,0.7684083254702025,0.8553065127639838,0.986775994830318,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0203_0224_B7.csv
0204_0209_B8,fnsl,204,209,B8,135.76386905531993,264540,-2.8478407862630775,22.47897152530343,57.47381984889216,0.7431942058947816,0.8267427292980584,0.9421843359317608,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0204_0209_B8.csv
0205_0210_B9,fnsl,205,210,B9,82.47397635468903,264540,-3.303489589802666,22.114562475231377,58.28374797232391,0.7416911037965828,0.8255406104655036,0.9448561407346339,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0205_0210_B9.csv
0206_0210_10,fnsl,206,210,10,539.4554548224812,265345,3.7606238855119045,31.34821070855903,76.20636896737415,0.7649943226444669,0.8560007278316154,1.0039795906671451,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0206_0210_10.csv
0207_0208_11,fnsl,207,208,11,129.66150866511214,269393,-1.2309622286861668,24.255025745053672,62.62492069970176,0.7485279926479719,0.8326016074592284,0.9591768758808153,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0207_0208_11.csv
0208_0209_1,fnsl,208,209,1,274.52188125341775,269393,0.2630456451320242,26.085626724546664,64.80459635808074,0.7534564514794598,0.8386404254081964,0.9663672273753248,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0208_0209_1.csv
0208_0210_2,fnsl,208,210,2,196.82952629732532,269393,-0.6865519044863504,24.8791138713044,62.641511199457454,0.75032390277487,0.8346603600878785,0.9592316049063263,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0208_0210_2.csv
0209_0211_14,fnsl,209,211,14,233.42950373369328,264540,-2.0061964994702066,23.411397375981167,63.705754770060594,0.7459706365220277,0.8298186317072845,0.9627423498738135,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0209_0211_14.csv
0209_0212_15,fnsl,209,212,15,202.15514657933568,264540,-2.0884261136970963,23.207528511565705,58.68173599243164,0.7456993760584462,0.8291461055962099,0.9461690304502105,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0209_0212_15.csv
0210_0211_16,fnsl,210,211,16,475.3454472571675,264540,4.511324882507324,29.984833166563842,70.39762496948242,0.7674707479855152,0.8515031945821244,0.9848176062104648,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0210_0211_16.csv
0210_0212_17,fnsl,210,212,17,434.8162247573747,264540,1.898421287536621,28.085104290006882,73.09898288515251,0.7588512567337393,0.8452363363391542,0.9937288920944334,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0210_0212_17.csv
0211_0213_18,fnsl,211,213,18,144.41766162056302,260525,-7.591218186618789,17.319858185053686,56.00567427879287,0.7275466710661207,0.8097237576112359,0.9373411921119268,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0211_0213_18.csv
0211_0214_19,fnsl,211,214,19,270.74028296517497,264540,-1.1790633210703163,24.416672806794857,63.236655136010086,0.7486991976557007,0.8331348515625452,0.9611948759449275,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0211_0214_19.csv
0212_0213_20,fnsl,212,213,20,182.4955472983041,260525,-7.111173631663405,17.76747161592857,56.859778890058806,0.7291302502880502,0.8112003524840931,0.940158727071532,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0212_0213_20.csv
0212_0223_21,fnsl,212,223,21,184.70360603994897,257353,-3.8905811309814453,20.749106276218843,58.772190335104824,0.7397543961381287,0.8210362201065461,0.946467422789238,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0212_0223_21.csv
0213_0223_22,fnsl,213,223,22,106.52243790614402,253425,-3.852309417388824,20.786044749317814,57.56198596954346,0.739880647524187,0.8211580733759677,0.9424751798446857,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0213_0223_22.csv
0214_0216_23,fnsl,214,216,23,522.9974670076995,265345,4.41707706451416,32.07381227584299,78.47057958486403,0.7671598416649549,0.8583943547428865,1.0114488075365302,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0214_0216_23.csv
0215_0216_24,fnsl,215,216,24,583.3688559154301,266961,4.420342734601036,32.60080333420871,82.11264805003157,0.7671706145135204,0.8601328018965017,1.023463325536469,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0215_0216_24.csv
0215_0221_1,fnsl,215,221,1,183.8663905432815,265345,-2.391074418869266,22.88131699314821,59.3838005065918,0.7447009946318152,0.8280699934370624,0.9484850129264234,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0215_0221_1.csv
0215_0221_2,fnsl,215,221,2,183.8663905432815,265345,-2.391074418869266,22.88131699314821,59.3838005065918,0.7447009946318152,0.8280699934370624,0.9484850129264234,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0215_0221_2.csv
0215_0224_26,fnsl,215,224,26,250.6654919133903,270208,1.9002391785633108,27.433710739431184,67.55411995764734,0.7588572536238777,0.8430875081078114,0.9754374030445045,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0215_0224_26.csv
0216_0217_27,fnsl,216,217,27,563.1054151819951,266153,4.470054626464844,32.80651039982331,79.56770010954642,0.7673346049561277,0.8608113918972603,1.0150680075647462,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0216_0217_27.csv
0216_0219_28,fnsl,216,219,28,647.7699064351722,264540,7.620337127738139,35.09547000994989,84.96228885650635,0.7777268109726885,0.868362251168582,1.0328637695671596,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0216_0219_28.csv
0217_0218_29,fnsl,217,218,29,229.22231701335576,263731,-3.6234125128521555,21.872902665334134,61.821128845214844,0.7406357365638324,0.8247434189344712,0.9565253135073187,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0217_0218_29.csv
0217_0222_30,fnsl,217,222,30,51.82634884249975,257353,-4.882783889770508,19.960532059994236,56.144163266151736,0.7364813006378463,0.818434857939489,0.9377980419617661,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0217_0222_30.csv
0218_0221_1,fnsl,218,221,1,86.97883454796819,260530,-6.170638370428605,18.729899891336558,55.01998143874516,0.732232904160089,0.814375227407266,0.9340895716433865,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0218_0221_1.csv
0218_0221_2,fnsl,218,221,2,86.97883454796819,260530,-6.170638370428605,18.729899891336558,55.01998143874516,0.732232904160089,0.814375227407266,0.9340895716433865,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0218_0221_2.csv
0219_0220_1,fnsl,219,220,1,207.95753014277687,258141,-3.3638925541617937,21.417231764908173,60.76633175039751,0.7414918454604248,0.823240243942684,0.9530457307363829,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0219_0220_1.csv
0219_0220_2,fnsl,219,220,2,207.95753014277687,258141,-3.3638925541617937,21.417231764908173,60.76633175039751,0.7414918454604248,0.823240243942684,0.9530457307363829,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0219_0220_2.csv
0220_0223_1,fnsl,220,223,1,125.97888959808424,253425,-3.556713104248047,20.736678432100582,59.77846076257265,0.7408557657183976,0.8209952229209393,0.9497869249565488,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0220_0223_1.csv
0220_0223_2,fnsl,220,223,2,125.97888959808424,253425,-3.556713104248047,20.736678432100582,59.77846076257265,0.7408557657183976,0.8209952229209393,0.9497869249565488,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0220_0223_2.csv
0221_0222_34,fnsl,221,222,34,44.310791482789945,253425,-4.174375152493667,20.3128112378148,59.60024857848475,0.738818211546229,0.8195969625411482,0.9491990355431537,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0221_0222_34.csv
0223_0318_1,fnsl,223,318,1,833.1727599911487,239061,14.764215514626358,49.48139595400414,104.90345690742106,0.801293159680714,0.9158187907294535,1.0986460371930644,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0223_0318_1.csv
0301_0302_C1,fnsl,301,302,C1,171.91936074012006,193839,2.037913680185511,24.040531118183104,63.70004762469034,0.7593114166341814,0.8318940289004855,0.9627235230446545,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0301_0302_C1.csv
0301_0303_C2,fnsl,301,303,C2,191.6812761044897,201352,-3.7520161622569503,18.543917525120435,53.12683576101699,0.7402114966366017,0.8137617055836249,0.9278444301697691,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0301_0303_C2.csv
0301_0305_C3,fnsl,301,305,C3,6.4456236878488165,197187,-5.99755859375,16.78412930252994,57.96235225459532,0.7328038626997811,0.8079564859732294,0.9437959150215031,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0301_0305_C3.csv
0302_0304_C4,fnsl,302,304,C4,85.176954001945,196510,-4.699128532784016,17.85512989936742,57.08200931549072,0.7370871460834777,0.8114895211349002,0.9408918246154199,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0302_0304_C4.csv
0302_0306_C5,fnsl,302,306,C5,23.800700887418575,198553,-9.572767257650412,13.031023864746945,53.4785919915812,0.7210099029604788,0.795575677301134,0.9290048096640382,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0302_0306_C5.csv
0303_0309_C6,fnsl,303,309,C6,82.11726643853636,206968,-2.4407775402746665,19.790741692596832,60.022143612543005,0.7445370331213468,0.8178747505596246,0.9505907901269172,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0303_0309_C6.csv
0303_0324_C7,fnsl,303,324,C7,756.3893704456857,208330,14.236040787413913,39.890198113849664,93.63650476153998,0.7995508078199797,0.884179182579965,1.061478421961287,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0303_0324_C7.csv
0304_0309_C8,fnsl,304,309,C8,247.36521113475743,202769,-0.09052753448486328,22.37944871980053,56.40193895822449,0.7522900782024524,0.8264144217581109,0.9386483968416852,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0304_0309_C8.csv
0305_0310_C9,fnsl,305,310,C9,203.70925645646685,203469,-0.5793987747942992,21.8279749225187,60.93875758341892,0.750677381359292,0.8245952105249053,0.9536145320355081,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0305_0310_C9.csv
0306_0310_10,fnsl,306,310,10,601.6383515944012,205576,9.788670733456684,32.8899237360425,83.18577521904808,0.7848797471090988,0.8610865572432785,1.0270033758709645,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0306_0310_10.csv
0307_0308_11,fnsl,307,308,11,219.42669254894707,195171,5.068332957768689,22.03043274543988,52.35114604119008,0.7693082157899627,0.825263081868066,0.9252855716007008,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0307_0308_11.csv
0308_0309_1,fnsl,308,309,1,362.13076432165974,202071,4.336122310382393,26.429050396117123,65.54317855650152,0.766892786731749,0.8397733173137577,0.9688036750155127,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0308_0309_1.csv
0308_0310_2,fnsl,308,310,2,301.7631484524422,202071,2.6725728753810927,24.646978820286616,62.29225275297358,0.761405041286609,0.8338945889950109,0.9580794651450772,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0308_0310_2.csv
0309_0311_14,fnsl,309,311,14,442.8117937904597,206974,5.718708038330078,29.2829301057791,66.67555713653564,0.7714536842749317,0.8491877447110792,0.972539184922227,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0309_0311_14.csv
0309_0312_15,fnsl,309,312,15,598.4624156970516,206278,9.450886680258463,33.469816053533755,81.14556328145409,0.7837654592734757,0.8629995159789966,1.0202730896936603,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0309_0312_15.csv
0310_0311_16,fnsl,310,311,16,635.2192901595748,206974,10.145203613368494,35.1788954748044,84.22498321533203,0.7860558838962675,0.8686374565247509,1.0304315330559393,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0310_0311_16.csv
0310_0312_17,fnsl,310,312,17,794.0205164924031,206974,15.092434883117676,46.404170903033275,90.5548023320298,0.8023758953701668,0.9056675878846021,1.0513124490632177,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/fnsl/timeseries/0310_0312_17.csv
