FromBus#,ToBus#,CKT,Pij(MW),Qij(MVAr),Sij(MVA),Pji(MW),Qji(MVAr),Sji(MVA),RateA,Ploss(MW),Qloss(MVAr),Current(A),Tcond(degC),lat_mid,lon_mid,bearing_deg,length_km,weather_site_id,weather_site_distance_km,weather_site_elevation_m,air_temperature,ghi,surface_pressure,surface_pressure_pa,wind_direction,wind_speed,wind_conductor_angle_deg,Tcond_realweather(degC),Ampacity_at_75C(A),Loading_realweather_%
107,108,11,142.551575,-6.871911,142.717117,-139.042954,20.209361,140.503955,175.0,3.508621,13.33745,619.693889243741,26.283082962036133,34.57823637615,-113.7314761945,191.80450991680215,27.040331428742554,280694,48.23352083597048,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,59.19549008319785,29.393936948934424,1208.6474477943143,51.27168310119159
107,203,B1,117.60701,-4.882825,117.708328,-111.345893,28.813499,115.013589,175.0,6.261117,23.930674,511.102894368991,20.564298629760746,35.0258321095,-113.838621218,341.18656177700467,77.23111035384919,273483,67.12170109617558,151.0,10.100000381469727,43.0,991.0,99100.0,71.0,1.2000000476837158,89.81343822299533,20.275964911492338,1340.5309799813035,38.12689911695434
108,109,1,28.8463,-7.583269,29.826414,-28.433391,9.163049,29.873386,175.0,0.412909,1.579781,131.62071737365886,8.859224319458008,34.18982353435,-114.034962272,220.15903880363092,78.21129921512714,280694,14.468759995973627,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,30.84096119636908,13.070647433090926,1125.1468742172656,11.698092079331763
108,110,2,33.813572,-26.711449,43.09129,-32.974834,29.920438,44.526085,175.0,0.838738,3.208989,190.15717083375736,9.78041648864746,34.1860019329,-114.0273040675,218.96149073017423,77.97500234740549,280694,15.230903469254052,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,32.03850926982577,14.058200077492074,1130.850761954863,16.815408118489408
109,111,14,-25.531933,-8.102666,26.7868,25.547965,8.774051,27.012636,400.0,0.016032,0.671385,118.45223868921316,8.697748184204102,33.91241117325,-114.304699342,159.67425780531744,1.9031858797390406,273502,18.441799885429408,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,79.32574219468256,12.138206101610194,1111.4303798546346,10.657639096090362
109,112,15,-40.030701,-8.297606,40.881626,40.068044,9.861424,41.263735,400.0,0.037343,1.563819,180.7800902293347,9.610185623168944,33.9156511436,-114.31084169450001,203.947168667828,1.1643839227143522,273502,17.80785802409589,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,35.05283133217199,13.582345964821798,1038.1181103063589,17.414212162813026
110,111,16,-43.184708,29.924444,52.539425,43.242418,-27.50771,51.250179,400.0,0.05771,2.416734,224.73552308706732,10.479822158813477,33.9085895718,-114.2970411375,218.83185834528146,1.199999298332487,273502,19.225322946508676,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,20.16814165471854,15.353288654221615,972.5705458947739,23.107374990500926
110,112,17,-58.174831,29.961226,65.43689,58.264353,-26.21233,63.889131,400.0,0.089522,3.748896,279.9039712242927,11.831941604614258,33.91182954215,-114.30318349000001,263.52385649728956,1.8981503306103409,273502,18.59008452775047,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,155.47614350271044,17.097758488986074,994.5498949120797,28.14378370117236
111,113,18,-44.932823,9.801404,45.98941,45.079456,-8.631777,45.89842,500.0,0.146633,1.169627,121.00002439854904,8.727903366088867,34.1293332045,-114.287887337,2.7798809616962217,50.08528154115857,277498,4.623035951639475,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,56.22011903830378,12.51121387738749,1119.8532480993504,10.804989368376082
111,114,19,-23.857542,8.932446,25.474907,23.897984,-8.593727,25.396177,500.0,0.040442,0.338719,67.02552541010567,8.229856491088867,33.84073608285,-114.56051449450001,253.6860893720658,49.96150226236739,271871,2.0077707949584878,269.0,10.199999809265137,55.0,994.0,99400.0,59.0,0.699999988079071,165.3139106279342,11.561626626144061,993.5335673437644,6.746176235323383
112,113,20,-19.773935,7.919046,21.300699,19.809885,-7.632288,21.229305,500.0,0.03595,0.286758,55.992156567249616,8.16370964050293,34.132573174849995,-114.29402968950001,4.126021058856338,49.43428786192113,277498,4.172118022807155,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,54.87397894114366,11.880044747962529,1117.8071584882323,5.009106995072001
112,123,21,-78.558441,8.431981,79.009666,79.411587,-1.55591,79.426828,500.0,0.853146,6.876071,207.68903353819977,10.119905471801758,34.14643314265,-114.691095425,307.21393123188295,87.0443510046333,269416,1.9810322366643094,324.0,8.899999618530273,53.0,976.0,97600.0,346.0,1.2999999523162842,38.78606876811705,11.36439876946315,1267.499283488054,16.385731829895523
113,123,22,-76.351646,3.91329,76.451866,77.080027,1.830672,77.101764,500.0,0.728381,5.743962,202.0114664308888,10.00706672668457,34.3681403032,-114.6717226875,272.6456124243665,72.95310639099516,270224,1.0590202066430323,388.0,8.899999618530273,43.0,971.0,97100.0,71.0,1.2000000476837158,158.3543875756335,11.680783657659049,1149.3614206940665,17.5759741708487
113,215,B2,17.707897,-22.238365,28.427353,-17.64779,22.687852,28.743401,500.0,0.060108,0.449487,75.11459911624034,8.286275863647461,34.7514356122,-114.425215633,342.78515118710203,92.50852375989442,273483,7.038480495579008,151.0,10.100000381469727,43.0,991.0,99100.0,71.0,1.2000000476837158,88.21484881289797,10.739229773458646,1336.7947023136414,5.61900783914214
114,116,23,-110.55484,-0.876535,110.558304,111.232816,8.853234,111.584583,500.0,0.677976,7.976699,292.2181477216945,12.173376083374023,33.71905866655,-115.07048464,254.58110202453383,48.11325865555416,262163,1.5254500733407452,387.0,9.100000381469727,50.0,990.0,99000.0,7.0,2.0,112.41889797546617,12.127515978787414,1487.8570198426282,19.64020358304339
115,116,24,11.241271,27.488735,29.698429,-11.220163,-27.309839,29.524894,500.0,0.021108,0.178897,77.5236586102293,8.304758071899414,33.5836074796,-115.325283222,2.6007230139453554,17.236067799848346,256615,1.991195585655014,994.0,4.800000190734863,47.0,910.0,91000.0,14.0,1.600000023841858,11.399276986054645,5.840592383528929,1151.5740507594417,6.731973385394008
115,121,1,-75.147949,2.485252,75.189034,75.517752,0.525958,75.519583,500.0,0.369802,3.01121,196.27061764946973,9.895200729370115,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,9.899999618530273,41.0,989.0,98900.0,14.0,1.399999976158142,101.85498536438422,11.68098430916507,1369.8872302838884,14.327501805297915
115,121,2,-75.147949,2.485252,75.189034,75.517752,0.525958,75.519583,500.0,0.369802,3.01121,196.27061764946973,9.895200729370115,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,9.899999618530273,41.0,989.0,98900.0,14.0,1.399999976158142,101.85498536438422,11.68098430916507,1369.8872302838884,14.327501805297915
115,124,26,74.294296,3.438564,74.373833,-73.871056,-0.303695,73.87168,500.0,0.423241,3.134869,194.14264771467225,9.854345321655272,33.524574389449995,-114.9929983545,86.0634407392426,62.52120431249092,263770,1.2987773397332119,181.0,9.0,49.0,991.0,99100.0,7.0,2.0999999046325684,100.9365592607574,10.476922988891602,1525.7012215159837,12.724814333029512
116,117,27,-100.997963,-2.725474,101.034721,101.332614,5.617287,101.488189,500.0,0.334651,2.891813,265.2184574397241,11.443815231323242,33.6181318947,-115.48093336950001,252.22842579087137,31.107139968025567,253477,1.9140400448987045,626.0,7.900000095367432,42.0,957.0,95700.0,14.0,1.399999976158142,121.77157420912863,11.027562235553887,1350.8931590506336,19.632822600575718
116,119,28,33.155495,15.905396,36.773201,-33.108636,-15.547198,36.577276,500.0,0.046859,0.358197,96.530495138804,8.467206954956055,33.76505507735,-115.3450942825,349.13986505303745,23.556813083232125,256610,0.7090697519730219,173.0,9.800000190734863,33.0,999.0,99900.0,347.0,1.5,177.86013494696255,11.005380057331422,1029.0886267547437,9.380192592664763
117,118,29,-71.439148,16.431673,73.304512,71.556814,-15.610422,73.239763,500.0,0.117666,0.821251,191.70071824400216,9.808626174926758,33.55988168545,-115.720382362,257.0094374622221,15.136559396239369,248877,2.067412682375808,673.0,6.400000095367432,43.0,926.0,92600.0,14.0,1.399999976158142,116.99056253777792,8.258055972325565,1362.3515489784188,14.071310623733796
117,122,30,-29.893456,-17.015182,34.396732,30.036396,18.0841,35.060231,500.0,0.142941,1.068917,89.95187403534524,8.406896591186523,33.19704830715,-115.9825780325,217.2849118719248,105.44450604735857,244330,1.4502294277503673,-1.0,12.800000190734863,41.0,1020.0,102000.0,269.0,1.100000023841858,51.715088128075195,13.60214633877149,1237.1064220601147,7.2711508429122205
118,121,1,-8.274401,-18.505325,20.270983,8.284972,18.596675,20.35871,500.0,0.010571,0.09135,53.06878136442098,8.14814567565918,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,13.0,33.0,1018.0,101800.0,14.0,1.2000000476837158,108.33515425774806,13.444356918334961,1291.0435236495446,4.110533873746193
118,121,2,-8.274401,-18.505325,20.270983,8.284972,18.596675,20.35871,500.0,0.010571,0.09135,53.06878136442098,8.14814567565918,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,13.0,33.0,1018.0,101800.0,14.0,1.2000000476837158,108.33515425774806,13.444356918334961,1291.0435236495446,4.110533873746193
119,120,1,-23.870642,1.731383,23.933352,23.903806,-1.466843,23.94877,500.0,0.033165,0.26454,63.179826410333334,8.205537796020508,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,8.800000190734863,40.0,982.0,98200.0,346.0,1.600000023841858,152.78735324237329,9.424291419489236,1269.380798796245,4.977216172660468
119,120,2,-23.870642,1.731383,23.933352,23.903806,-1.466843,23.94877,500.0,0.033165,0.26454,63.179826410333334,8.205537796020508,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,8.800000190734863,40.0,982.0,98200.0,346.0,1.600000023841858,152.78735324237329,9.424291419489236,1269.380798796245,4.977216172660468
120,123,1,-52.491634,3.135234,52.585186,52.584142,-2.458833,52.641598,500.0,0.092507,0.676401,138.95947552138838,8.956499099731445,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,7.699999809265137,46.0,961.0,96100.0,2.0,1.5,132.71784935041342,8.91129646396621,1349.789656048974,10.294898534645947
120,123,2,-52.491634,3.135234,52.585186,52.584142,-2.458833,52.641598,500.0,0.092507,0.676401,138.95947552138838,8.956499099731445,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,7.699999809265137,46.0,961.0,96100.0,2.0,1.5,132.71784935041342,8.91129646396621,1349.789656048974,10.294898534645947
121,122,34,-28.052872,-15.116135,31.866301,28.136259,15.744325,32.241787,500.0,0.083387,0.628191,83.02817877816317,8.347558975219727,33.172992768149996,-116.197562667,196.75137436176485,82.21478769358605,240603,1.5911941943704755,192.0,12.100000381469727,39.0,1005.0,100500.0,269.0,1.0,72.24862563823515,12.831004904528527,1246.662522252028,6.66003648109813
121,325,1,260.447357,-6.421353,260.52652,-251.676495,77.111584,263.224722,500.0,8.770863,70.690231,678.8061933831825,29.801511764526367,33.88950639194999,-116.599877614,309.8193181099749,126.63031816801767,233264,1.7623985492877712,289.0,13.399999618530273,32.0,998.0,99800.0,218.0,0.6000000238418579,88.18068189002508,36.46259693049433,1139.6834608650836,59.56094097109478
123,217,B3,70.423767,-48.599445,85.565254,-69.683021,54.064919,88.197159,500.0,0.740746,5.465474,225.983911849903,10.50705909729004,34.73487458595,-114.99497599799999,9.71178695733397,79.62675421689616,263740,1.4324488671760864,638.0,6.800000190734863,45.0,945.0,94500.0,2.0,1.399999976158142,172.28821304266603,10.782299992299158,1079.2713780737913,20.93856248214637
201,202,B1,3.552579,-28.660137,28.879478,-3.550248,28.670983,28.889955,175.0,0.002331,0.010845,126.34834567252906,8.792104721069336,36.2728130805,-113.73374720749999,330.06786134221716,4.4011989362247,264540,155.6214060520281,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,3.9321386577828434,8.024541950978346,1000.451025176622,12.62913850782683
201,203,B2,-33.904472,16.364788,37.647305,34.81214,-12.892841,37.12291,175.0,0.907668,3.471947,164.70777989058985,9.338788986206056,35.80503293055,-113.848714785,192.97069564697503,102.80891251473568,269393,112.52290251671089,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,161.02930435302497,10.160096165269351,1154.3678821911674,14.26822267247675
201,205,B3,23.107853,-9.914558,25.145006,-22.960478,10.482296,25.240088,175.0,0.147375,0.567737,110.00994928044813,8.603391647338867,36.1674465537,-113.852268562,230.19480725713623,30.595990672773983,264540,139.93990431001146,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,103.80519274286377,7.002027225847087,1311.4431355508952,8.38846506556584
202,204,B4,10.811039,9.217908,14.207336,-10.727169,-8.896081,13.936012,175.0,0.08387,0.321826,62.092171173782745,8.198728561401367,36.24012743795,-113.98393331349999,255.58339309310898,44.09339369915581,260525,137.5558724758757,1528.0,1.7999999523162842,35.0,849.0,84900.0,334.0,1.0,78.41660690689102,2.4026431561674144,1303.6106948412735,4.7630915747698
202,206,B5,19.53813,-11.835267,22.843206,-19.281016,12.819693,23.153879,175.0,0.257114,0.984426,99.83463874648852,8.498334884643555,36.0386798677,-113.8181726305,193.11788205041233,57.370194606690454,264540,132.24501532331928,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,140.88211794958767,7.019704914452632,1236.9316652391358,8.071152316016384
203,209,B6,49.607788,-14.729065,51.748215,-48.678059,18.287575,51.999893,175.0,0.929729,3.55851,230.8203350490066,10.61406135559082,35.5797547942,-114.0633830655,342.5346845645803,52.55291889027809,269393,81.32743088984492,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,11.465315435419711,11.997341722064448,1092.3827721729087,21.1299867527086
203,224,B7,-61.614872,-10.326846,62.474281,61.703602,14.042586,63.281345,400.0,0.08873,3.715739,278.66341809791476,11.798868179321287,35.355419888750006,-113.968093071,80.9533122476027,1.4399883635815744,270208,72.2396121632983,185.0,9.800000190734863,38.0,992.0,99200.0,69.0,1.2999999523162842,168.0466877523973,14.951842303953526,1090.5666856593286,25.552166755345365
204,209,B8,-25.672956,4.566628,26.075945,25.884919,-3.752568,26.155512,175.0,0.211963,0.814059,116.13658063881832,8.671483993530273,35.9976998197,-114.18635032750001,171.49301131316565,43.3047846821941,264540,106.2828182492113,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,162.50698868683435,7.468159962235404,1113.552249743203,10.42937865426617
205,210,B9,-11.963972,-15.265566,19.39521,12.049934,15.593503,19.706807,175.0,0.085962,0.327937,84.60621811750458,8.361177444458008,35.93352645830001,-114.072961317,206.60422896348982,36.22324095579948,264540,107.77888525794216,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,127.39577103651018,6.831763172435785,1277.4135057269666,6.623244371395291
206,210,10,-47.616516,-115.574303,124.999008,47.956119,117.049669,126.492745,175.0,0.339603,1.475367,540.811098513368,22.030229568481445,35.7876102904,-114.02661411900002,270.1901520712983,24.58276518571172,265345,100.34878020381882,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,83.80984792870169,17.70066145958299,1372.693477478342,39.397804927786645
207,208,11,-7.050699,18.401735,19.706247,7.12464,-18.120662,19.470975,175.0,0.073941,0.281073,86.78419378108526,8.379659652709961,35.9931404214,-113.2002752525,238.0869400541825,24.9097490232365,269393,168.936732686421,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,115.91305994581751,8.834990881714475,1336.7849086168276,6.492008790769559
208,209,1,-51.335247,13.230503,53.012772,52.733392,-7.881236,53.319082,175.0,1.398145,5.349267,236.21041200493292,10.736627578735352,35.869460766900005,-113.7342668105,259.4509328750614,76.42303064956775,269393,124.63888746734791,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,94.54906712493857,10.604873844011308,1367.672096829773,17.270982756207594
208,210,2,-39.903183,-10.81397,41.342545,40.717869,13.930937,43.035054,175.0,0.814686,3.116967,184.2110725276256,9.671468734741213,35.86081880785,-113.740291285,258.21609606641846,77.87575473426104,269393,123.57789086146938,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,95.78390393358154,9.794677159497951,1365.245665546744,13.492888289365418
209,211,14,-51.711273,-7.759844,52.290257,51.773055,10.347095,52.79689,400.0,0.061782,2.587251,232.52875368931117,10.652971267700195,35.803296077,-114.15919206150001,255.04753795152322,1.5606506659808639,264540,92.36331760486274,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,78.95246204847678,8.766074467747785,1315.1741967599366,17.680452845118847
209,212,15,-64.310349,-7.355653,64.729645,64.405022,11.32029,65.392322,400.0,0.094673,3.964638,287.84528021351196,12.050809860229492,35.7982763547,-114.1484987875,164.51081322878485,1.5763836313303292,264540,92.71146744646519,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,169.48918677121515,12.283934500251235,1058.0782607534306,27.204535892131894
210,211,16,-91.805183,35.183014,98.316002,92.008573,-26.665647,95.794751,400.0,0.20339,8.517367,421.9004741679541,16.622724533081055,35.79465411795,-114.165216536,344.5036493141338,1.5763988480578353,264540,91.3311064017178,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,169.49635068586622,18.530671410652758,1058.018037182181,39.87649164201411
210,212,17,-104.83799,36.065979,110.868202,105.09663,-25.234919,108.083776,400.0,0.25864,10.83106,475.76534889964825,18.91938209533691,35.78963439565,-114.154523262,75.03993290589335,1.560647321312595,264540,91.68344274909107,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,78.96006709410665,15.936703208954896,1315.1850146832476,36.17478480883032
211,213,18,-102.046059,11.027082,102.640129,102.754491,-5.376221,102.895039,500.0,0.708432,5.650862,271.2293945130775,11.600427627563477,35.9737901158,-114.3952240275,313.214519946109,56.101241393014526,260525,90.78880369689668,1528.0,1.7999999523162842,35.0,849.0,84900.0,334.0,1.0,20.78548005389098,7.002235747383111,1131.235527039358,23.9763858215214
211,214,19,-41.73555,5.291577,42.069668,41.836807,-4.443507,42.072119,500.0,0.101257,0.84807,111.17026732308756,8.616037368774414,35.68454797925,-114.33006002350001,228.5567635847391,39.217093492331436,264540,72.32209336765068,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,105.44323641526091,7.015983295798833,1309.3734475971585,8.490340744811725
212,213,20,-80.217537,8.215759,80.637154,80.655682,-4.720864,80.793722,500.0,0.438145,3.494896,212.97017420096088,10.228853225708008,35.968770393499994,-114.3845307535,312.728141959339,58.27352990394753,260525,91.10269265356733,1528.0,1.7999999523162842,35.0,849.0,84900.0,334.0,1.0,21.271858040661016,5.216556120575206,1134.4964675085935,18.77222012587251
212,223,21,-89.284119,5.698742,89.465797,90.372322,3.071817,90.424514,500.0,1.088204,8.770559,236.2874360883049,10.73857307434082,35.80789751575,-114.84130532949999,272.07825544446206,125.42411855974576,257353,50.9569086479279,899.0,5.800000190734863,27.0,898.0,89800.0,334.0,0.8999999761581421,61.92174455553794,8.855946919915368,1239.2595409196622,19.06682404179471
213,223,22,-55.571972,-0.866378,55.578728,55.954913,3.886229,56.089706,500.0,0.382941,3.019851,146.8576467409009,9.06641960144043,35.985222525750004,-115.07967101,246.747631827701,89.64501743467814,253425,49.52932837718548,1082.0,7.199999809265137,21.0,905.0,90500.0,82.0,0.699999988079071,15.252368172298986,9.227933313055473,1007.0910517813055,14.582360401390172
214,216,23,-137.264175,-6.836938,137.434341,138.312462,19.170509,139.634687,500.0,1.048287,12.333571,363.82253357911935,14.438905715942385,35.4145503497,-114.6116655375,212.44947011073543,40.306364052426176,265345,34.124564386584666,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,141.55052988926457,12.569039149146192,1278.7406538164457,28.451627974232178
215,216,24,35.685955,-11.577992,37.517159,-35.656192,11.830236,37.56752,500.0,0.029763,0.252244,98.08281135014876,8.48179817199707,35.205040229,-114.65326848149999,311.7614206360051,18.865123622721175,266961,16.946118844596615,770.0,5.599999904632568,42.0,923.0,92300.0,354.0,1.2999999523162842,42.238579363994916,6.498282528274103,1295.684090564996,7.569963393420905
215,221,1,-85.66909,-32.291569,91.552925,86.196156,36.583334,93.638227,500.0,0.527066,4.291765,239.35096661581755,10.80958366394043,35.23245624485,-114.8868583705,288.44475129996886,59.50731844131268,265345,2.742624339204692,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,65.55524870003114,8.9527328470449,1346.9152934976514,17.770305807002472
215,221,2,-85.66909,-32.291569,91.552925,86.196156,36.583334,93.638227,500.0,0.527066,4.291765,239.35096661581755,10.80958366394043,35.23245624485,-114.8868583705,288.44475129996886,59.50731844131268,265345,2.742624339204692,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,65.55524870003114,8.9527328470449,1346.9152934976514,17.770305807002472
215,224,26,62.005337,6.362744,62.330936,-61.7036,-4.127833,61.841517,500.0,0.301737,2.23491,162.95459464204623,9.310579299926758,35.252514202,-114.2680134135,67.35719566640654,60.481416120695556,270208,43.88396367981343,185.0,9.800000190734863,38.0,992.0,99200.0,69.0,1.2999999523162842,1.6428043335934603,12.437541768840674,994.4616104475243,16.38621269339034
216,217,27,-140.048569,-42.891281,146.469315,140.738325,48.851662,148.975706,500.0,0.689756,5.960381,382.5108491923226,15.108156204223633,35.17461923495,-114.825963111,221.90828713981625,25.93674508970559,266153,3.0592867147694096,754.0,5.800000190734863,39.0,926.0,92600.0,354.0,1.2999999523162842,132.09171286018375,12.379065508472195,1313.7325784864074,29.116340376747406
216,219,28,65.041695,21.716318,68.571274,-64.885668,-20.523618,68.054161,500.0,0.156026,1.192701,179.07680013345754,9.58003044128418,35.34035338545,-114.85497218500001,307.96728213387195,28.554000463913425,264540,12.513730050764144,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,26.032717866128053,8.330645085253309,1171.4417014583569,15.286872569972573
217,218,29,-64.158844,-65.11496,91.412888,64.330029,66.309746,92.386877,500.0,0.171185,1.194786,234.83474107712863,10.705499649047852,35.10132792,-114.999522918,282.00426444829014,14.57343843515518,263731,2.135943719328595,927.0,4.400000095367432,45.0,905.0,90500.0,354.0,1.399999976158142,71.99573555170986,6.976915072394149,1385.776077140074,16.94608132951566
217,222,30,-6.896465,-18.291742,19.548632,6.912296,18.410126,19.665009,500.0,0.015831,0.118383,50.219373160293024,8.133554458618164,35.70936497125,-115.1056865365,346.55568240887214,142.19993312364048,257353,26.265606048579304,899.0,5.800000190734863,27.0,898.0,89800.0,334.0,0.8999999761581421,167.44431759112786,6.48701763099416,1036.642115125143,4.844427254842002
218,221,1,-12.188301,25.973242,28.690836,12.218114,-25.71562,28.470606,500.0,0.029813,0.257622,72.92585268351667,8.270711898803711,35.2156142699,-115.13791234499999,334.068802934961,24.91093291739191,260530,0.6477738589819187,1220.0,3.299999952316284,41.0,876.0,87600.0,354.0,1.2999999523162842,19.931197065038987,4.194502020055097,1175.8254825526112,6.202098335647668
218,221,2,-12.188301,25.973242,28.690836,12.218114,-25.71562,28.470606,500.0,0.029813,0.257622,72.92585268351667,8.270711898803711,35.2156142699,-115.13791234499999,334.068802934961,24.91093291739191,260530,0.6477738589819187,1220.0,3.299999952316284,41.0,876.0,87600.0,354.0,1.2999999523162842,19.931197065038987,4.194502020055097,1175.8254825526112,6.202098335647668
