label,solver,FromBus#,ToBus#,CKT,Current(A),weather_site_id,T_min,T_mean,T_max,R_factor_min,R_factor_mean,R_factor_max,n_rows,csv
0201_0202_B1,inlf,201,202,B1,126.34834567252906,264540,-3.0848555566817595,22.113085397138967,59.19659488253092,0.7424123374997524,0.8255357378549258,0.9478674557987965,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0201_0202_B1.csv
0201_0203_B2,inlf,201,203,B2,164.70777989058985,269393,-0.30536866161628495,25.078732708498634,61.291438424246735,0.7515813566026983,0.835318866136168,0.9547779616499933,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0201_0203_B2.csv
0201_0205_B3,inlf,201,205,B3,110.00994928044813,264540,-3.2048140527303985,22.13040141555893,58.860208785808936,0.7420166163528805,0.8255928602338661,0.946757779566005,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0201_0205_B3.csv
0202_0204_B4,inlf,202,204,B4,62.092171173782745,260525,-8.252634811618918,16.74366250986956,54.994266510009766,0.7253647785447352,0.8078229934226451,0.934004742794859,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0202_0204_B4.csv
0202_0206_B5,inlf,202,206,B5,99.83463874648852,264540,-3.0239089014312412,22.32820348390101,58.49881851788086,0.7426133893727599,0.8262453730938658,0.94556561914383,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0202_0206_B5.csv
0203_0209_B6,inlf,203,209,B6,230.8203350490066,269393,0.059491873120805394,25.753484814651337,60.218360081991705,0.7527849648006196,0.8375447499717963,0.9512380723860571,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0203_0209_B6.csv
0203_0224_B7,inlf,203,224,B7,278.66341809791476,270208,2.182051265357927,27.78928121642665,64.8410187512709,0.7597869001754942,0.8442604701037117,0.9664873781914801,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0203_0224_B7.csv
0204_0209_B8,inlf,204,209,B8,116.13658063881832,264540,-3.050028896538606,22.288340296759117,57.17411128956883,0.7425272242843282,0.8261138717275319,0.9411956521892215,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0204_0209_B8.csv
0205_0210_B9,inlf,205,210,B9,84.60621811750458,264540,-3.288011074183487,22.128573634414447,58.3042191638815,0.7417421645897275,0.8255868307180374,0.9449236714529059,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0205_0210_B9.csv
0206_0210_10,inlf,206,210,10,540.811098513368,265345,3.795395614034078,31.395502127487955,76.29318728128419,0.765109028219668,0.8561567335765371,1.0042659884120455,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0206_0210_10.csv
0207_0208_11,inlf,207,208,11,86.78419378108526,269393,-1.4892450809079492,23.937830044859293,61.94234013832465,0.7476759647394434,0.8315552368360685,0.9569251674026509,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0207_0208_11.csv
0208_0209_1,inlf,208,209,1,236.21041200493292,269393,-0.24583878489602284,25.438083603734896,63.50500721055141,0.7517777347823592,0.836504299040684,0.9620801203769674,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0208_0209_1.csv
0208_0210_2,inlf,208,210,2,184.2110725276256,269393,-0.8123327730404526,24.719269051944593,62.315231370928814,0.7499089746855868,0.8341330612526802,0.9581552674046112,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0208_0210_2.csv
0209_0211_14,inlf,209,211,14,232.52875368931117,264540,-2.0187727934107897,23.39668450600133,63.67548743618681,0.7459291496275976,0.8297700966391237,0.9626425034730348,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0209_0211_14.csv
0209_0212_15,inlf,209,212,15,287.84528021351196,264540,-0.5425093662315703,24.760671426689576,61.3966178894043,0.7507990727737788,0.8342696401175124,0.9551249294759543,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0209_0212_15.csv
0210_0211_16,inlf,210,211,16,421.9004741679541,264540,2.825798988342285,28.245784163682316,67.4247932434082,0.7619105062194732,0.8457663898658698,0.9750107778585807,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0210_0211_16.csv
0210_0212_17,inlf,210,212,17,475.76534889964825,264540,2.7656631469726562,29.36505654666405,75.60798556153168,0.7617121290732205,0.8494586648246684,1.0020056332116176,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0210_0212_17.csv
0211_0213_18,inlf,211,213,18,271.2293945130775,260525,-5.55472526970334,19.221276424319168,59.89650296999753,0.7342646888741421,0.8159961887529215,0.9501763246175993,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0211_0213_18.csv
0211_0214_19,inlf,211,214,19,111.17026732308756,264540,-3.190302944337418,22.151245230319493,59.016842346180056,0.7420644858464538,0.8256616201679594,0.9472744850449029,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0211_0214_19.csv
0212_0213_20,inlf,212,213,20,212.97017420096088,260525,-6.6459148432877555,18.2024064663017,57.78201246837125,0.7306650539692633,0.8126351230378552,0.9432010070376428,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0212_0213_20.csv
0212_0223_21,inlf,212,223,21,236.2874360883049,257353,-3.1853389739990234,21.50989001873257,60.245580522183445,0.7420808610770547,0.8235459065816659,0.9513278676416317,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0212_0223_21.csv
0213_0223_22,inlf,213,223,22,146.8576467409009,253425,-3.448757170992394,21.200646652171667,58.18873310089111,0.741211892605002,0.8225257692532656,0.944542704045014,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0213_0223_22.csv
0214_0216_23,inlf,214,216,23,363.82253357911935,265345,1.215526533958382,26.976846981114612,68.98780602950865,0.7565985117929459,0.8415803980959292,0.980166871279761,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0214_0216_23.csv
0215_0216_24,inlf,215,216,24,98.08281135014876,266961,-3.6622206687034122,21.529310621743985,61.307520409805875,0.7405077155528387,0.8236099716003997,0.9548310131801399,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0215_0216_24.csv
0215_0221_1,inlf,215,221,1,239.35096661581755,265345,-1.8298973557753015,23.661838806627813,61.05159378051758,0.7465522151649209,0.8306447921996563,0.9539867580202889,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0215_0221_1.csv
0215_0221_2,inlf,215,221,2,239.35096661581755,265345,-1.8298973557753015,23.661838806627813,61.05159378051758,0.7465522151649209,0.8306447921996563,0.9539867580202889,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0215_0221_2.csv
0215_0224_26,inlf,215,224,26,162.95459464204623,270208,0.6342901111094079,26.198833448572042,64.94121406414342,0.754681119099391,0.8390138736935664,0.9668179042102879,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0215_0224_26.csv
0216_0217_27,inlf,216,217,27,382.5108491923226,266153,0.6400483616403108,26.821099580309053,69.19221022752754,0.7547001145151316,0.8410666158954246,0.98084116335852,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0216_0217_27.csv
0216_0219_28,inlf,216,219,28,179.07680013345754,264540,-2.6591963771543305,22.509906912160275,59.583006858825684,0.7438165093112333,0.8268447794834903,0.9491421582622418,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0216_0219_28.csv
0217_0218_29,inlf,217,218,29,234.83474107712863,263731,-3.5650934210116247,21.960924612855052,62.016029357910156,0.7408281205855386,0.8250337872465976,0.957168254665721,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0217_0218_29.csv
0217_0222_30,inlf,217,222,30,50.219373160293024,257353,-4.889593124389648,19.954041175949442,56.13378385639953,0.7364588382177464,0.8184134456997311,0.9377638021866248,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0217_0222_30.csv
0218_0221_1,inlf,218,221,1,72.92585268351667,260530,-6.239104556977509,18.645449635330998,54.863986643104,0.7320070467280979,0.8140966414524488,0.9335749733325495,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0218_0221_1.csv
0218_0221_2,inlf,218,221,2,72.92585268351667,260530,-6.239104556977509,18.645449635330998,54.863986643104,0.7320070467280979,0.8140966414524488,0.9335749733325495,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0218_0221_2.csv
0219_0220_1,inlf,219,220,1,33.019858848745734,258141,-4.763550758334532,19.965679695320723,57.79886195205472,0.7368746289394769,0.818451839047307,0.9432565904037823,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0219_0220_1.csv
0219_0220_2,inlf,219,220,2,33.019858848745734,258141,-4.763550758334532,19.965679695320723,57.79886195205472,0.7368746289394769,0.818451839047307,0.9432565904037823,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0219_0220_2.csv
0220_0223_1,inlf,220,223,1,115.55921659092282,253425,-3.6274452209472656,20.643626752453944,59.598902961624844,0.7406224333971125,0.8206882624420985,0.9491945965991473,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0220_0223_1.csv
0220_0223_2,inlf,220,223,2,115.55921659092282,253425,-3.6274452209472656,20.643626752453944,59.598902961624844,0.7406224333971125,0.8206882624420985,0.9491945965991473,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0220_0223_2.csv
0221_0222_34,inlf,221,222,34,45.64063209976479,253425,-4.166614532370659,20.31743329831625,59.60904374443635,0.7388438124131677,0.8196122098737073,0.9492280491876385,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0221_0222_34.csv
0223_0318_1,inlf,223,318,1,497.3046611677222,239061,6.7132488718884815,33.96142916244243,78.88691742704395,0.774734492656416,0.8646212577453796,1.0128222299602891,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0223_0318_1.csv
0301_0302_C1,inlf,301,302,C1,167.98800827059483,193839,1.9866006613817717,23.990637801484702,63.619154679749045,0.7591421443665278,0.8317294399705181,0.9624566720086675,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0301_0302_C1.csv
0301_0303_C2,inlf,301,303,C2,159.00330324291207,201352,-4.264484118991277,18.045722380862053,52.46221669905208,0.7385209585400607,0.8121182508859937,0.9256519733943273,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0301_0303_C2.csv
0301_0305_C3,inlf,301,305,C3,19.298972001448607,197187,-5.97900390625,16.800149205390696,57.98669383793458,0.7328650712215549,0.8080093327039042,0.9438762134546527,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0301_0305_C3.csv
0302_0304_C4,inlf,302,304,C4,74.26700944376607,196510,-4.841783904686963,17.770462444555967,56.96179485321045,0.7366165520927529,0.811210218680932,0.9404952590827472,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0302_0304_C4.csv
0302_0306_C5,inlf,302,306,C5,37.4100093409183,198553,-9.532165145774343,13.070335903974787,53.542390514754516,0.7211438419044157,0.795705360531264,0.929215269327926,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0302_0306_C5.csv
0303_0309_C6,inlf,303,309,C6,63.54900778662891,206968,-2.592731380346777,19.699204861956726,59.81098257283156,0.7440357651841384,0.8175727872907016,0.9498942084627441,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0303_0309_C6.csv
0303_0324_C7,inlf,303,324,C7,710.4647725280873,208330,12.855358673194814,37.69424098687218,89.91185574133124,0.7949961899504565,0.8769351214972332,1.0491914858081814,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0303_0324_C7.csv
0304_0309_C8,inlf,304,309,C8,225.0284148036081,202769,-0.5047082901000977,21.947135695980226,55.7384131813742,0.7509237716128979,0.824988300130807,0.9364595466139549,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0304_0309_C8.csv
0305_0310_C9,inlf,305,310,C9,180.44746843541753,203469,-0.9276669023015529,21.472651368806456,60.31203829705919,0.7495285084792902,0.823423063083772,0.9515470996907041,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0305_0310_C9.csv
0306_0310_10,inlf,306,310,10,593.7184382526473,205576,9.540913775451827,32.565095996051824,82.64315589729085,0.7840624422011795,0.8600150099161699,1.0252133739336815,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0306_0310_10.csv
0307_0308_11,inlf,307,308,11,150.7082511431727,195171,4.426901579024616,20.985913898101835,50.4507619076976,0.7671922509421433,0.8218174051564282,0.9190165517848986,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0307_0308_11.csv
0308_0309_1,inlf,308,309,1,334.00904517086184,202071,3.5700975184106483,25.550565887497747,64.22976265718171,0.7643658109926698,0.8368753575300749,0.9644709560908954,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0308_0309_1.csv
0308_0310_2,inlf,308,310,2,285.3440659486294,202071,2.275056624732997,24.210459570599028,61.65205309634621,0.7600937078522277,0.8324545917975805,0.9559675635233293,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0308_0310_2.csv
0309_0311_14,inlf,309,311,14,437.8372158949384,206974,5.591869354248047,29.1043731047666,66.44002437591553,0.7710352666456184,0.8485987178096914,0.9717622054065728,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0309_0311_14.csv
0309_0312_15,inlf,309,312,15,566.0146194141258,206278,8.597991706340053,32.14531438323385,78.77702842186409,0.7809519146863263,0.8586302271226885,1.0124597262228234,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0309_0312_15.csv
0310_0311_16,inlf,310,311,16,615.8261113227277,206974,9.606849502702289,34.33644149194289,82.7280502319336,0.7842799521105802,0.8658583548582081,1.0254934248227336,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0310_0311_16.csv
0310_0312_17,inlf,310,312,17,748.2651665816119,206974,13.698887825012207,43.700608590816124,86.67073248016823,0.7977788384028153,0.8967490300994467,1.0384996127328432,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0310_0312_17.csv
0311_0313_18,inlf,311,313,18,383.5284305929676,207669,1.756050203216546,24.819170405632093,68.40745963687368,0.7583816005557752,0.8344626175538798,0.9782524146331609,17520,temperature_calculation/output/rts_gmlc_export_10_43_winter_v35/base_case/inlf/timeseries/0311_0313_18.csv
