BusNumber,Area,MachineID,BusName,GenStatus,Pg(MW),Qg(MVAr),PgMax(MW),PgMin(MW),QgMax(MVAr),QgMin(MVAr)
207,2,2,BAKER       ,1,55.0,28.663084030151367,55.0,22.0,19.0,-15.000000953674316
213,2,1,BARLOW      ,1,170.0,151.0357666015625,355.0,170.0,150.0,-25.0
213,2,2,BARLOW      ,1,22.0,19.54580307006836,55.0,22.0,19.0,-15.000000953674316
213,2,3,BARLOW      ,1,22.0,19.54580307006836,55.0,22.0,19.0,-15.000000953674316
213,2,4,BARLOW      ,1,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541
214,2,1,BARRY       ,1,0.0,0.0,0.0,0.0,0.0,0.0
215,2,1,BARTON      ,1,55.0,19.0,55.0,22.0,19.0,-15.000000953674316
215,2,2,BARTON      ,1,55.0,19.0,55.0,22.0,19.0,-15.000000953674316
215,2,3,BARTON      ,1,144.0,27.455913543701172,250.19998168945312,0.0,0.0,0.0
216,2,1,BASOV       ,1,155.0,129.546142578125,155.0,62.0,80.0,-50.0
218,2,1,BAYLE       ,1,355.0,156.98707580566406,355.0,170.0,150.0,-25.0
221,2,1,BEHRING     ,1,355.0,-4.3954668045043945,355.0,170.0,150.0,-25.0
223,2,1,BLOCH       ,1,22.0,13.477110862731934,55.0,22.0,19.0,-15.000000953674316
223,2,2,BLOCH       ,1,22.0,13.477110862731934,55.0,22.0,19.0,-15.000000953674316
223,2,3,BLOCH       ,1,22.0,13.477110862731934,55.0,22.0,19.0,-15.000000953674316
223,2,4,BLOCH       ,1,62.0,37.98094940185547,155.0,62.0,80.0,-50.0
223,2,5,BLOCH       ,1,62.0,37.98094940185547,155.0,62.0,80.0,-50.0
223,2,6,BLOCH       ,1,140.0,85.76343536376953,350.0,140.0,150.0,-25.0
301,3,1,CABELL      ,1,55.0,-2.3201615810394287,55.0,22.0,19.0,-15.000000953674316
301,3,2,CABELL      ,1,55.0,-2.3201615810394287,55.0,22.0,19.0,-15.000000953674316
302,3,1,CABOT       ,1,55.0,4.589339733123779,55.0,22.0,19.0,-15.000000953674316
302,3,2,CABOT       ,1,55.0,4.589339733123779,55.0,22.0,19.0,-15.000000953674316
303,3,1,CAESAR      ,1,0.0,0.0,847.0,0.0,0.0,0.0
307,3,1,CAREW       ,1,22.0,35.93141555786133,55.0,22.0,19.0,-15.000000953674316
307,3,2,CAREW       ,1,22.0,35.93141555786133,55.0,22.0,19.0,-15.000000953674316
308,3,1,CARREL      ,1,15.810001373291016,15.810001373291016,15.810001373291016,15.810001373291016,15.810001373291016,15.810001373291016
309,3,1,CARTER      ,1,0.4000000059604645,0.0,148.3000030517578,0.0,0.0,0.0
310,3,1,CARUSO      ,1,0.0,0.0,103.4000015258789,0.0,0.0,0.0
310,3,2,CARUSO      ,1,0.0,0.0,103.19999694824219,0.0,0.0,0.0
312,3,1,CAXTON      ,1,0.0,0.0,188.1999969482422,0.0,0.0,0.0
313,3,1,CECIL       ,1,170.0,94.92668914794922,355.0,170.0,150.0,-25.0
313,3,10,CECIL       ,1,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219
313,3,11,CECIL       ,1,9.420000076293945,9.420000076293945,9.420000076293945,9.420000076293945,9.420000076293945,9.420000076293945
313,3,12,CECIL       ,1,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809
313,3,13,CECIL       ,1,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754
313,3,14,CECIL       ,1,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727
313,3,15,CECIL       ,1,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727
313,3,16,CECIL       ,1,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727
313,3,2,CECIL       ,1,0.0,0.0,190.1999969482422,0.0,0.0,0.0
313,3,3,CECIL       ,1,0.0,0.0,186.60000610351562,0.0,0.0,0.0
313,3,4,CECIL       ,1,15.780000686645508,15.780000686645508,15.780000686645508,15.780000686645508,15.780000686645508,15.780000686645508
313,3,5,CECIL       ,1,9.479999542236328,9.479999542236328,9.479999542236328,9.479999542236328,9.479999542236328,9.479999542236328
313,3,6,CECIL       ,1,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167
313,3,7,CECIL       ,1,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082
313,3,8,CECIL       ,1,4.019999980926514,4.019999980926514,4.019999980926514,4.019999980926514,4.019999980926514,4.019999980926514
313,3,9,CECIL       ,1,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809
314,3,1,CHAIN       ,1,0.0,0.0,103.19999694824219,0.0,0.0,0.0
314,3,2,CHAIN       ,1,0.0,0.0,103.19999694824219,0.0,0.0,0.0
314,3,3,CHAIN       ,1,0.0,0.0,185.39999389648438,0.0,0.0,0.0
314,3,4,CHAIN       ,1,0.0,0.0,103.19999694824219,0.0,0.0,0.0
314,3,5,CHAIN       ,1,0.0,0.0,0.0,0.0,0.0,0.0
315,3,1,CHASE       ,1,55.0,26.57145881652832,55.0,22.0,19.0,-15.000000953674316
315,3,2,CHASE       ,1,55.0,26.57145881652832,55.0,22.0,19.0,-15.000000953674316
315,3,3,CHASE       ,1,55.0,60.000003814697266,55.0,22.0,60.000003814697266,0.0
316,3,1,CHIFA       ,1,62.0,11.875157356262207,155.0,62.0,80.0,-50.0
316,3,2,CHIFA       ,1,0.0,0.0,100.0,-100.0,100.0,0.0
317,3,1,CHUHSI      ,1,15.80000114440918,0.0,799.0999755859375,0.0,0.0,0.0
318,3,1,CLARK       ,1,170.0,-17.454750061035156,355.0,170.0,150.0,-25.0
319,3,1,CLAY        ,1,245.1999969482422,0.0,376.3999938964844,0.0,0.0,0.0
320,3,1,CLIVE       ,1,0.0,0.0,103.19999694824219,0.0,0.0,0.0
320,3,2,CLIVE       ,1,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082
320,3,3,CLIVE       ,1,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082
320,3,4,CLIVE       ,1,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316
320,3,5,CLIVE       ,1,3.990000009536743,3.990000009536743,3.990000009536743,3.990000009536743,3.990000009536743,3.990000009536743
320,3,6,CLIVE       ,1,3.990000009536743,3.990000009536743,3.990000009536743,3.990000009536743,3.990000009536743,3.990000009536743
320,3,7,CLIVE       ,1,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863
321,3,1,COBB        ,1,293.3330078125,-21.558740615844727,355.0,170.0,150.0,-25.0
322,3,1,COLE        ,1,36.678001403808594,-14.676685333251953,55.0,22.0,19.0,-15.000000953674316
322,3,2,COLE        ,1,36.678001403808594,-14.676685333251953,55.0,22.0,19.0,-15.000000953674316
323,3,1,COMTE       ,1,170.0,33.41453170776367,355.0,170.0,150.0,-25.0
323,3,2,COMTE       ,1,170.0,33.41453170776367,355.0,170.0,150.0,-25.0
324,3,1,CURIE       ,1,67.19999694824219,0.0,99.4000015258789,0.0,0.0,0.0
324,3,2,CURIE       ,1,67.5999984741211,0.0,103.19999694824219,0.0,0.0,0.0
324,3,3,CURIE       ,1,67.5999984741211,0.0,102.0,0.0,0.0,0.0
