Contingency,Converged,FromBus#,ToBus#,CKT,Pij(MW),Qij(MVAr),Sij(MVA),Pji(MW),Qji(MVAr),Sji(MVA),RateA,Ploss(MW),Qloss(MVAr),Loading_%,Violation
LT_101-102_A1,True,118.0,121.0,2,7.097293,-14.04056,15.732415,-7.091683,14.08918,15.773299,500.0,0.00561,0.04862,3.15,False
LT_101-102_A1,True,119.0,120.0,1,-129.440857,-44.636425,136.920944,130.343397,51.856749,140.280161,500.0,0.90254,7.220324,27.38,False
LT_101-102_A1,True,119.0,120.0,2,-129.440857,-44.636425,136.920944,130.343397,51.856749,140.280161,500.0,0.90254,7.220324,27.38,False
LT_101-102_A1,True,120.0,123.0,1,-185.033386,-54.310585,192.839294,186.071741,61.925187,196.105639,500.0,1.038355,7.614602,38.57,False
LT_101-102_A1,True,120.0,123.0,2,-185.033386,-54.310585,192.839294,186.071741,61.925187,196.105639,500.0,1.038355,7.614602,38.57,False
LT_101-102_A1,True,121.0,122.0,34,-21.736094,-18.987392,28.861374,21.793605,19.421923,29.19199,500.0,0.057511,0.43453,5.77,False
LT_101-102_A1,True,121.0,325.0,1,364.292725,35.805614,366.048126,-347.596882,99.152454,361.462033,500.0,16.695843,134.958069,73.21,False
LT_101-102_A1,True,123.0,217.0,B3,236.029007,-1.857636,236.036331,-230.971918,39.280095,234.288183,500.0,5.057089,37.422459,47.21,False
LT_101-102_A1,True,201.0,202.0,B1,17.208382,-30.562037,35.07373,-17.195589,30.621736,35.119496,175.0,0.012793,0.059699,20.04,False
LT_101-102_A1,True,201.0,203.0,B2,-56.467949,26.845253,62.524372,58.918981,-17.442203,61.446536,175.0,2.451032,9.40305,35.73,False
LT_101-102_A1,True,201.0,205.0,B3,64.259583,-16.441706,66.329659,-63.203972,20.520203,66.451642,175.0,1.055611,4.078497,37.9,False
LT_101-102_A1,True,202.0,204.0,B4,33.646534,6.476708,34.264221,-33.213415,-4.809857,33.559882,175.0,0.433119,1.666851,19.58,False
LT_101-102_A1,True,202.0,206.0,B5,50.138069,-14.389227,52.162014,-48.680107,19.9878,52.623806,175.0,1.457962,5.598573,29.81,False
LT_101-102_A1,True,203.0,209.0,B6,113.282524,-33.177666,118.041039,-108.344468,52.13343,120.234846,175.0,4.938056,18.955765,67.45,False
LT_101-102_A1,True,203.0,224.0,B7,-183.748047,-17.537584,184.583084,184.532139,50.469431,191.309366,400.0,0.784092,32.931847,46.15,False
LT_101-102_A1,True,204.0,209.0,B8,-31.945562,-5.36715,32.393291,32.267129,6.605779,32.936362,175.0,0.321567,1.238628,18.51,False
LT_101-102_A1,True,205.0,210.0,B9,0.685987,-30.752396,30.760046,-0.463931,31.602004,31.60541,175.0,0.222057,0.849609,17.58,False
LT_101-102_A1,True,206.0,210.0,10,-71.071846,-131.796341,149.738037,71.895,135.38294,153.28872,175.0,0.823154,3.586599,85.56,False
LT_101-102_A1,True,207.0,208.0,11,-0.06652,15.988316,15.988454,0.119117,-15.787788,15.788238,175.0,0.052597,0.200527,9.14,False
LT_101-102_A1,True,208.0,209.0,1,-86.112572,7.532484,86.441383,90.003742,7.398752,90.307337,175.0,3.891171,14.931236,49.4,False
LT_101-102_A1,True,208.0,210.0,2,-64.575417,-21.136896,67.946693,66.930417,30.173525,73.417452,175.0,2.355,9.036629,38.83,False
LT_101-102_A1,True,209.0,211.0,14,-86.657768,-34.79491,93.382301,86.851862,42.946849,96.890029,400.0,0.194094,8.151938,23.35,False
LT_101-102_A1,True,209.0,212.0,15,-81.361717,-53.848595,97.567413,81.573598,62.747597,102.915076,400.0,0.211881,8.899002,24.39,False
LT_101-102_A1,True,210.0,211.0,16,-157.178741,12.750931,157.695084,157.69453,8.912184,157.946167,400.0,0.515788,21.663115,39.42,False
LT_101-102_A1,True,210.0,212.0,17,-152.885788,-7.280476,153.059036,153.371695,27.688578,155.851,400.0,0.485907,20.408102,38.26,False
LT_101-102_A1,True,211.0,213.0,18,-60.108406,-95.121994,112.522064,60.83811,100.959626,117.873329,500.0,0.729704,5.837632,22.5,False
LT_101-102_A1,True,211.0,214.0,19,-184.438034,43.262978,189.444122,186.313056,-27.51279,188.333504,500.0,1.875022,15.750188,37.89,False
LT_101-102_A1,True,212.0,213.0,20,-70.36042,-61.212303,93.260574,70.84717,65.106298,96.219289,500.0,0.486749,3.893995,18.65,False
LT_101-102_A1,True,212.0,223.0,21,-164.584946,-29.223759,167.159302,167.879988,55.858685,176.929034,500.0,3.295042,26.634926,33.43,False
LT_101-102_A1,True,213.0,223.0,22,-149.465286,-3.578792,149.508133,151.778566,21.874732,153.346787,500.0,2.31328,18.29594,29.9,False
LT_101-102_A1,True,214.0,216.0,23,-357.136047,1.619444,357.139709,363.832489,77.398561,371.973947,500.0,6.696441,79.018005,71.43,False
LT_101-102_A1,True,215.0,216.0,24,330.26828,-64.913429,336.587128,-328.045441,83.807562,338.581628,500.0,2.222839,18.894133,67.32,False
LT_101-102_A1,True,215.0,221.0,1,-134.244827,-55.438244,145.241425,135.456455,65.333203,150.389091,500.0,1.211628,9.894959,29.05,False
LT_101-102_A1,True,215.0,221.0,2,-134.244827,-55.438244,145.241425,135.456455,65.333203,150.389091,500.0,1.211628,9.894959,29.05,False
LT_101-102_A1,True,215.0,224.0,26,187.239899,59.952415,196.603851,-184.532145,-39.837677,188.78335,500.0,2.707753,20.114738,39.32,False
LT_101-102_A1,True,216.0,217.0,27,-372.252716,-28.348557,373.330566,376.312809,63.53603,381.638779,500.0,4.060093,35.187473,74.67,False
LT_101-102_A1,True,216.0,219.0,28,403.412628,-58.662247,407.655518,-398.574763,95.752548,409.915104,500.0,4.837865,37.090302,81.53,False
LT_101-102_A1,True,217.0,218.0,29,-129.778473,-58.809364,142.481552,130.153179,61.43231,143.922822,500.0,0.374707,2.622946,28.5,False
LT_101-102_A1,True,217.0,222.0,30,-15.562465,-21.360752,26.428621,15.60581,21.68584,26.717353,500.0,0.043345,0.325088,5.29,False
LT_101-102_A1,True,218.0,221.0,1,-34.184601,15.972425,37.732018,34.226484,-15.609438,37.617905,500.0,0.041883,0.362988,7.55,False
LT_101-102_A1,True,218.0,221.0,2,-34.184601,15.972425,37.732018,34.226484,-15.609438,37.617905,500.0,0.041883,0.362988,7.55,False
LT_101-102_A1,True,219.0,220.0,1,119.599411,-61.633247,134.546188,-118.752949,68.40494,137.045609,500.0,0.846462,6.771693,26.91,False
LT_101-102_A1,True,219.0,220.0,2,119.599411,-61.633247,134.546188,-118.752949,68.40494,137.045609,500.0,0.846462,6.771693,26.91,False
LT_101-102_A1,True,220.0,223.0,1,62.398956,-71.076157,94.580391,-62.159108,72.835045,95.753321,500.0,0.239848,1.758888,18.92,False
LT_101-102_A1,True,220.0,223.0,2,62.398956,-71.076157,94.580391,-62.159108,72.835045,95.753321,500.0,0.239848,1.758888,18.92,False
LT_101-102_A1,True,221.0,222.0,34,15.634144,-17.617384,23.554165,-15.605809,17.831471,23.696046,500.0,0.028335,0.214087,4.71,False
LT_101-102_A1,True,223.0,318.0,1,134.659683,62.859463,148.608688,-131.860438,-40.465502,137.929808,500.0,2.799245,22.393961,29.72,False
LT_101-102_A1,True,301.0,302.0,C1,10.69473,-31.722664,33.476929,-10.687466,31.75656,33.506731,175.0,0.007263,0.033896,19.13,False
LT_101-102_A1,True,301.0,303.0,C2,-13.981652,17.456202,22.365276,14.33854,-16.087052,21.549639,175.0,0.356887,1.36915,12.78,False
LT_101-102_A1,True,301.0,305.0,C3,33.798969,0.528097,33.803093,-33.526103,0.52616,33.530231,175.0,0.272867,1.054257,19.32,False
LT_101-102_A1,True,302.0,304.0,C4,20.699753,16.392069,26.40416,-20.431854,-15.361062,25.562138,175.0,0.267899,1.031006,15.09,False
LT_101-102_A1,True,302.0,306.0,C5,28.595757,-3.842744,28.8528,-28.152807,5.54367,28.693428,175.0,0.442949,1.700926,16.49,False
LT_101-102_A1,True,303.0,309.0,C6,16.997772,-10.919429,20.202927,-16.860244,11.447359,20.379153,175.0,0.137528,0.52793,11.54,False
LT_101-102_A1,True,303.0,324.0,C7,-163.816269,4.847125,163.88797,164.443253,21.486197,165.841008,400.0,0.626984,26.333323,40.97,False
LT_101-102_A1,True,304.0,309.0,C8,-34.032063,7.368878,34.820705,34.415477,-5.892024,34.916199,175.0,0.383414,1.476855,19.9,False
LT_101-102_A1,True,305.0,310.0,C9,-18.729843,-8.726265,20.662884,18.833659,9.123475,20.927124,175.0,0.103816,0.39721,11.81,False
LT_101-102_A1,True,306.0,310.0,10,-71.943077,-111.968292,133.089081,72.743125,115.454213,136.459655,175.0,0.800048,3.485921,76.05,False
LT_101-102_A1,True,307.0,308.0,11,-47.998688,19.607683,51.849155,48.542891,-17.53291,51.612161,175.0,0.544203,2.074774,29.63,False
LT_101-102_A1,True,308.0,309.0,1,-91.424454,7.423304,91.725334,96.018237,10.204002,96.558912,175.0,4.593783,17.627306,52.41,False
LT_101-102_A1,True,308.0,310.0,2,-82.971832,-14.299769,84.195068,86.802814,29.000045,91.51902,175.0,3.830981,14.700275,48.11,False
LT_101-102_A1,True,309.0,311.0,14,-103.361526,-18.236542,104.957977,103.614878,28.877316,107.563667,400.0,0.253352,10.640774,26.24,False
LT_101-102_A1,True,309.0,312.0,15,-139.012695,-15.089541,139.829269,139.46236,33.975474,143.541223,400.0,0.449665,18.885933,34.96,False
LT_101-102_A1,True,310.0,311.0,16,-142.592529,22.066425,144.289825,143.040795,-3.239277,143.077468,400.0,0.448265,18.827148,36.07,False
LT_101-102_A1,True,310.0,312.0,17,-179.307724,26.559513,181.264084,180.01516,3.152813,180.042768,400.0,0.707436,29.712326,45.32,False
LT_101-102_A1,True,311.0,313.0,18,-172.487915,-56.719284,181.574112,174.621071,73.784533,189.569712,500.0,2.133156,17.065248,36.31,False
LT_101-102_A1,True,311.0,314.0,19,-74.16803,31.08139,80.417343,74.536613,-27.985289,79.617103,500.0,0.368584,3.096102,16.08,False
LT_101-102_A1,True,312.0,313.0,20,-107.210754,-66.293243,126.051346,108.212638,74.308309,131.269569,500.0,1.001883,8.015065,25.21,False
LT_101-102_A1,True,312.0,323.0,21,-212.26712,29.164993,214.261337,218.360885,20.092937,219.283384,500.0,6.093765,49.257931,42.85,False
LT_101-102_A1,True,313.0,323.0,22,-188.293762,62.243851,198.314987,192.786566,-26.709858,194.628047,500.0,4.492804,35.533993,39.66,False
LT_101-102_A1,True,314.0,316.0,23,-217.320633,7.22753,217.440796,219.972812,24.06819,221.285598,500.0,2.652179,31.295719,43.49,False
LT_101-102_A1,True,315.0,316.0,24,22.922775,13.952639,26.835234,-22.906162,-13.811425,26.747854,500.0,0.016613,0.141213,5.37,False
LT_101-102_A1,True,315.0,321.0,1,-128.929001,4.54669,129.00914,130.011354,4.292526,130.082197,500.0,1.082353,8.839215,25.8,False
LT_101-102_A1,True,315.0,321.0,2,-128.929001,4.54669,129.00914,130.011354,4.292526,130.082197,500.0,1.082353,8.839215,25.8,False
LT_101-102_A1,True,315.0,324.0,26,166.623184,27.849844,168.934601,-164.443309,-11.656488,164.855924,500.0,2.179875,16.193356,33.79,False
LT_101-102_A1,True,316.0,317.0,27,-161.834473,-0.790955,161.836411,162.688528,8.192771,162.894686,500.0,0.854056,7.401816,32.37,False
LT_101-102_A1,True,316.0,319.0,28,-46.832214,12.358184,48.435326,46.910689,-11.756544,48.361442,500.0,0.078475,0.60164,9.69,False
LT_101-102_A1,True,317.0,318.0,29,-119.716454,0.524192,119.717598,120.024471,1.631927,120.035564,500.0,0.308017,2.156119,23.94,False
LT_101-102_A1,True,317.0,322.0,30,-42.972065,-3.626714,43.124832,43.256466,5.759722,43.638243,500.0,0.284401,2.133008,8.62,False
LT_101-102_A1,True,318.0,321.0,1,-31.626024,-1.908383,31.68355,31.658117,2.186519,31.733535,500.0,0.032093,0.278136,6.34,False
LT_101-102_A1,True,318.0,321.0,2,-31.626024,-1.908383,31.68355,31.658117,2.186519,31.733535,500.0,0.032093,0.278136,6.34,False
LT_101-102_A1,True,319.0,320.0,1,-90.063354,-5.488276,90.230423,90.506121,9.030408,90.955518,500.0,0.442766,3.542131,18.05,False
LT_101-102_A1,True,319.0,320.0,2,-90.063354,-5.488276,90.230423,90.506121,9.030408,90.955518,500.0,0.442766,3.542131,18.05,False
LT_101-102_A1,True,320.0,323.0,1,-137.610107,-10.943933,138.044601,138.224718,15.451079,139.085616,500.0,0.614611,4.507147,27.61,False
LT_101-102_A1,True,320.0,323.0,2,-137.610107,-10.943933,138.044601,138.224718,15.451079,139.085616,500.0,0.614611,4.507147,27.61,False
LT_101-102_A1,True,321.0,322.0,34,-30.005896,1.985009,30.071482,30.09954,-1.277474,30.126637,500.0,0.093644,0.707535,6.01,False
LT_101-102_A1,True,323.0,325.0,35,-347.596893,92.290237,359.640228,347.596893,-79.922951,356.666901,722.0,0.0,12.367287,49.81,False
LT_101-103_A2,True,101.0,102.0,A1,55.125515,-38.94759,67.496201,-55.017417,39.452046,67.700666,175.0,0.108098,0.504457,38.57,False
LT_101-103_A2,True,101.0,105.0,A3,116.585472,-10.429853,117.051079,-113.344986,22.949913,115.645079,175.0,3.240486,12.52006,66.89,False
LT_101-103_A2,True,102.0,104.0,A4,95.607323,4.785009,95.72699,-92.350896,7.747303,92.675286,175.0,3.256427,12.532311,54.7,False
LT_101-103_A2,True,102.0,106.0,A5,83.921082,-9.035587,84.406105,-80.112819,23.659316,83.533389,175.0,3.808263,14.623729,48.23,False
LT_101-103_A2,True,103.0,109.0,A6,-63.980782,2.229835,64.019623,65.479579,3.523615,65.574318,175.0,1.498798,5.753449,36.58,False
LT_101-103_A2,True,103.0,124.0,A7,-89.834229,-33.84787,95.999298,90.051241,42.962381,99.774707,400.0,0.217012,9.114511,24.0,False
LT_101-103_A2,True,104.0,109.0,A8,29.115894,-17.507772,33.974365,-28.769683,18.841329,34.390265,175.0,0.346212,1.333556,19.41,False
LT_101-103_A2,True,105.0,110.0,A9,52.673985,-32.804451,62.053852,-51.712853,36.481825,63.286196,175.0,0.961132,3.677374,35.46,False
LT_101-103_A2,True,106.0,110.0,10,-36.103188,-133.01062,137.823303,36.381504,134.223283,139.066544,175.0,0.278316,1.212663,78.76,False
LT_101-103_A2,True,107.0,108.0,11,87.912758,24.011396,91.132866,-86.477282,-18.538646,88.442081,175.0,1.435476,5.472751,52.08,False
LT_101-103_A2,True,107.0,203.0,B1,160.27121,-0.917381,160.273834,-148.670235,45.387787,155.44417,175.0,11.600975,44.470406,91.59,False
LT_101-103_A2,True,108.0,109.0,1,-24.375074,1.175502,24.403404,24.67185,-0.036711,24.671877,175.0,0.296776,1.138791,13.94,False
LT_101-103_A2,True,108.0,110.0,2,-35.271648,-11.010499,36.950241,35.923062,13.51011,38.379545,175.0,0.651414,2.499611,21.11,False
LT_101-103_A2,True,109.0,111.0,14,-81.972076,-15.844724,83.48938,82.129108,22.44006,85.139572,400.0,0.157032,6.595336,20.87,False
LT_101-103_A2,True,109.0,112.0,15,-128.951675,-28.042095,131.9655,129.344,44.519745,136.791367,400.0,0.392325,16.47765,32.99,False
LT_101-103_A2,True,110.0,111.0,16,-69.526543,13.747637,70.872681,69.633441,-9.257916,70.246175,400.0,0.106898,4.489721,17.72,False
LT_101-103_A2,True,110.0,112.0,17,-117.698166,0.583361,117.699608,117.99299,11.799232,118.58148,400.0,0.294824,12.382593,29.42,False
LT_101-103_A2,True,111.0,113.0,18,-255.574753,3.843862,255.603653,259.824445,30.153674,261.56832,500.0,4.249692,33.997536,51.12,False
LT_101-103_A2,True,111.0,114.0,19,103.812202,-17.026007,105.199135,-103.219438,22.005225,105.539009,500.0,0.592764,4.979218,21.04,False
LT_101-103_A2,True,112.0,113.0,20,-175.713638,16.402405,176.477539,177.683885,-0.640435,177.685039,500.0,1.970246,15.76197,35.3,False
LT_101-103_A2,True,112.0,123.0,21,-71.623352,-72.72139,102.070091,72.768616,81.978939,109.616686,500.0,1.145264,9.257549,20.41,False
LT_101-103_A2,True,113.0,123.0,22,24.248228,-89.136909,92.376213,-23.442512,95.509395,98.344272,500.0,0.805717,6.372485,18.48,False
LT_101-103_A2,True,113.0,215.0,B2,286.402527,-48.94809,290.555176,-277.701264,114.207565,300.268813,500.0,8.701262,65.259476,58.11,False
LT_101-103_A2,True,114.0,116.0,23,-62.558548,-47.19622,78.364883,62.87162,50.890471,80.886839,500.0,0.313072,3.694251,15.67,False
LT_101-103_A2,True,115.0,116.0,24,-127.863487,-23.745235,130.049637,128.209695,26.688002,130.957915,500.0,0.346208,2.942767,26.01,False
LT_101-103_A2,True,115.0,121.0,1,-39.400719,3.913324,39.594582,39.501417,-3.090954,39.622165,500.0,0.100698,0.822369,7.92,False
LT_101-103_A2,True,115.0,121.0,2,-39.400719,3.913324,39.594582,39.501417,-3.090954,39.622165,500.0,0.100698,0.822369,7.92,False
LT_101-103_A2,True,115.0,124.0,26,90.779915,38.075558,98.441559,-90.051245,-32.66258,95.79181,500.0,0.72867,5.412977,19.69,False
LT_101-103_A2,True,116.0,117.0,27,-3.812231,18.022499,18.421282,3.825758,-17.905263,18.30942,500.0,0.013527,0.117236,3.68,False
LT_101-103_A2,True,116.0,119.0,28,-117.722107,-56.30632,130.494812,118.232384,60.218444,132.684429,500.0,0.510277,3.912124,26.1,False
LT_101-103_A2,True,117.0,118.0,29,7.537606,39.374603,40.089588,-7.502232,-39.126983,39.839732,500.0,0.035374,0.24762,8.02,False
LT_101-103_A2,True,117.0,122.0,30,-11.363366,-16.077951,19.688236,11.385947,16.247312,19.839731,500.0,0.022581,0.16936,3.94,False
LT_101-103_A2,True,118.0,121.0,1,8.741111,-14.236797,16.706089,-8.734549,14.293662,16.751153,500.0,0.006561,0.056865,3.34,False
LT_101-103_A2,True,118.0,121.0,2,8.741111,-14.236797,16.706089,-8.734549,14.293662,16.751153,500.0,0.006561,0.056865,3.34,False
LT_101-103_A2,True,119.0,120.0,1,-136.450714,-43.463726,143.20578,137.440539,51.382325,146.7312,500.0,0.989825,7.918599,28.64,False
LT_101-103_A2,True,119.0,120.0,2,-136.450714,-43.463726,143.20578,137.440539,51.382325,146.7312,500.0,0.989825,7.918599,28.64,False
LT_101-103_A2,True,120.0,123.0,1,-192.130524,-53.839188,199.531448,193.243138,61.998357,202.945082,500.0,1.112614,8.159169,39.91,False
LT_101-103_A2,True,120.0,123.0,2,-192.130524,-53.839188,199.531448,193.243138,61.998357,202.945082,500.0,1.112614,8.159169,39.91,False
LT_101-103_A2,True,121.0,122.0,34,-22.254585,-18.914867,29.206827,22.314053,19.364178,29.544684,500.0,0.059468,0.449311,5.84,False
LT_101-103_A2,True,121.0,325.0,1,360.720856,34.720757,362.388,-344.357897,97.546486,357.90736,500.0,16.362959,132.267242,72.48,False
LT_101-103_A2,True,123.0,217.0,B3,234.187607,-1.869617,234.195068,-229.209068,38.710807,232.454993,500.0,4.978539,36.84119,46.84,False
LT_101-103_A2,True,201.0,202.0,B1,17.383436,-30.599005,35.192085,-17.37042,30.659745,35.238494,175.0,0.013016,0.06074,20.11,False
LT_101-103_A2,True,201.0,203.0,B2,-56.820332,27.211815,63.000263,59.308618,-17.665842,61.883715,175.0,2.488287,9.545973,36.0,False
LT_101-103_A2,True,201.0,205.0,B3,64.43692,-16.419806,66.496063,-63.375954,20.518991,66.614868,175.0,1.060966,4.099186,38.0,False
LT_101-103_A2,True,202.0,204.0,B4,33.708557,6.560797,34.341095,-33.273435,-4.886237,33.630296,175.0,0.435122,1.67456,19.62,False
LT_101-103_A2,True,202.0,206.0,B5,50.250877,-14.368001,52.264614,-48.786984,19.989351,52.723277,175.0,1.463893,5.62135,29.87,False
LT_101-103_A2,True,203.0,209.0,B6,114.070221,-33.397572,118.858803,-109.05842,52.636421,121.096374,175.0,5.011801,19.23885,67.92,False
LT_101-103_A2,True,203.0,224.0,B7,-183.203598,-17.880329,184.074081,183.984123,50.66238,190.831953,400.0,0.780525,32.782051,46.02,False
LT_101-103_A2,True,204.0,209.0,B8,-31.88554,-5.291186,32.321579,32.205817,6.524845,32.860132,175.0,0.320277,1.233659,18.47,False
LT_101-103_A2,True,205.0,210.0,B9,0.857968,-30.751293,30.76326,-0.635836,31.601192,31.607588,175.0,0.222133,0.849899,17.58,False
LT_101-103_A2,True,206.0,210.0,10,-70.964966,-131.783508,149.676056,71.78597,135.360739,153.217999,175.0,0.821004,3.577231,85.53,False
LT_101-103_A2,True,207.0,208.0,11,-0.06653,15.988334,15.988472,0.119146,-15.787735,15.788185,175.0,0.052616,0.200598,9.14,False
LT_101-103_A2,True,208.0,209.0,1,-86.140511,7.583716,86.473694,90.036208,7.364888,90.336927,175.0,3.895697,14.948605,49.41,False
LT_101-103_A2,True,208.0,210.0,2,-64.547485,-21.188732,67.936295,66.902597,30.225789,73.413594,175.0,2.355112,9.037057,38.82,False
LT_101-103_A2,True,209.0,211.0,14,-86.395531,-34.943104,93.194466,86.588939,43.066252,96.70753,400.0,0.193408,8.123148,23.3,False
LT_101-103_A2,True,209.0,212.0,15,-80.881157,-54.093315,97.302864,81.091994,62.948456,102.656805,400.0,0.210837,8.855141,24.33,False
LT_101-103_A2,True,210.0,211.0,16,-157.132568,12.774292,157.650955,157.648163,8.880678,157.898099,400.0,0.515595,21.65497,39.41,False
LT_101-103_A2,True,210.0,212.0,17,-152.62323,-7.374471,152.80127,153.107591,27.717626,155.596276,400.0,0.484361,20.343155,38.2,False
LT_101-103_A2,True,211.0,213.0,18,-59.586166,-95.334503,112.424103,60.314558,101.161637,117.777429,500.0,0.728392,5.827134,22.48,False
LT_101-103_A2,True,211.0,214.0,19,-184.650986,43.387585,189.679901,186.531116,-27.594491,188.561165,500.0,1.88013,15.793094,37.94,False
LT_101-103_A2,True,212.0,213.0,20,-70.235603,-61.227554,93.176468,70.721446,65.114298,96.132173,500.0,0.485843,3.886743,18.64,False
LT_101-103_A2,True,212.0,223.0,21,-163.96405,-29.438412,166.5858,167.235875,55.88566,176.326529,500.0,3.271825,26.447248,33.32,False
LT_101-103_A2,True,213.0,223.0,22,-148.81601,-3.791229,148.864288,151.109193,21.928229,152.691963,500.0,2.293184,18.136999,29.77,False
LT_101-103_A2,True,214.0,216.0,23,-357.354095,1.698885,357.358124,364.060797,77.440199,372.205922,500.0,6.706702,79.139084,71.47,False
LT_101-103_A2,True,215.0,216.0,24,333.082886,-65.210655,339.406311,-330.821858,84.42939,341.425575,500.0,2.261028,19.218735,67.88,False
LT_101-103_A2,True,215.0,221.0,1,-133.594482,-55.885307,144.812469,134.798899,65.721376,149.966805,500.0,1.204417,9.836069,28.96,False
LT_101-103_A2,True,215.0,221.0,2,-133.594482,-55.885307,144.812469,134.798899,65.721376,149.966805,500.0,1.204417,9.836069,28.96,False
